year,avgTemp,minTemp,maxTemp,rainFall,accomodation(1000),concert,culture,food,history,sport,nature,rest,shopping
2015-08-30,24.7,22.6,27.3,0,1.113,0.022,0.299,2.294,0.049,0.263,1.547,0.366,0.179
2015-08-31,24.9,23.3,28,3.2,0.719,0.016,0.216,1.655,0.026,0.149,1.125,0.319,0.197
2015-09-01,24.8,23.2,26.9,0.3,0.83,0.011,0.192,1.571,0.05,0.161,1.211,0.303,0.22
2015-09-02,25.4,22.7,28.4,0,0.871,0.022,0.225,1.728,0.047,0.163,1.347,0.325,0.188
2015-09-03,26.1,24.1,28.6,0,1.096,0.014,0.245,1.899,0.047,0.224,1.424,0.375,0.212
2015-09-04,25.1,22.6,28.3,0,1.153,0.027,0.265,1.898,0.066,0.267,1.469,0.42,0.231
2015-09-05,23.3,21.2,25.6,13,1.235,0.043,0.406,2.236,0.039,0.243,1.168,0.407,0.239
2015-09-06,23.2,20.7,26.1,22.3,1.08,0.028,0.289,2.211,0.072,0.28,1.484,0.397,0.253
2015-09-07,23.1,21.5,25.1,0,0.918,0.022,0.179,1.608,0.051,0.219,1.346,0.358,0.248
2015-09-08,22.5,19.7,24.5,0,0.737,0.019,0.238,1.587,0.051,0.199,1.26,0.341,0.199
2015-09-09,22.5,20,25.7,0,0.724,0.009,0.157,1.387,0.045,0.177,1.08,0.29,0.218
2015-09-10,23.2,19.6,26.2,0,0.801,0.006,0.165,1.385,0.051,0.187,1.178,0.292,0.191
2015-09-11,23.9,19.5,27.2,0,0.965,0.017,0.207,1.636,0.037,0.259,1.299,0.323,0.223
2015-09-12,22.4,20.9,24.1,6.9,1.019,0.047,0.419,2.161,0.037,0.254,1.016,0.377,0.262
2015-09-13,22.5,19.6,25.1,0,1.017,0.017,0.26,2.2,0.056,0.279,1.683,0.369,0.22
2015-09-14,22.6,19.5,26.6,0,0.724,0.006,0.17,1.549,0.052,0.173,1.145,0.357,0.208
2015-09-15,22.3,20.6,25,0,0.672,0.013,0.175,1.216,0.041,0.197,1.018,0.288,0.18
2015-09-16,21.1,20,22.2,22.4,0.599,0.038,0.297,1.086,0.029,0.097,0.573,0.26,0.18
2015-09-17,22.5,19.9,25,0.1,0.731,0.012,0.173,1.299,0.04,0.179,1.083,0.238,0.199
2015-09-18,22.7,20.7,25,0,0.887,0.028,0.207,1.64,0.054,0.229,1.172,0.31,0.173
2015-09-19,22.4,19.9,25.8,0,0.995,0.026,0.255,2.034,0.071,0.284,1.427,0.356,0.257
2015-09-20,22.6,18.4,25.1,0,0.775,0.03,0.229,1.844,0.055,0.226,1.362,0.294,0.2
2015-09-21,23.3,20.4,26.8,0,0.528,0.016,0.156,1.153,0.041,0.129,0.942,0.235,0.174
2015-09-22,23.9,20.6,27.8,0,0.379,0.008,0.141,0.916,0.027,0.111,0.794,0.195,0.161
2015-09-23,22.3,20.7,24.3,49,0.291,0.031,0.19,0.674,0.003,0.043,0.309,0.162,0.118
2015-09-24,22.9,20.9,24.8,2,0.242,0.008,0.109,0.503,0.03,0.073,0.508,0.105,0.091
2015-09-25,23.2,21.5,25.5,0,0.474,0.011,0.084,0.79,0.018,0.116,0.606,0.172,0.089
2015-09-26,23.3,20.5,25.9,0,0.802,0.016,0.175,1.324,0.05,0.229,1.109,0.292,0.149
2015-09-27,22.9,20.8,25.8,0,1.006,0.047,0.288,1.431,0.101,0.33,1.451,0.448,0.214
2015-09-28,23.6,20.8,27.5,0,0.936,0.065,0.364,2.181,0.125,0.362,1.683,0.504,0.218
2015-09-29,24,22.5,27.3,0,0.811,0.051,0.325,1.856,0.09,0.368,1.433,0.444,0.229
2015-09-30,20.9,18.6,23.3,56.9,0.608,0.053,0.455,1.296,0.03,0.071,0.488,0.334,0.181
2015-10-01,23.6,19.1,27.5,24.3,0.612,0.046,0.38,1.12,0.034,0.11,0.587,0.282,0.153
2015-10-02,19.4,17.5,22.5,0,0.748,0.013,0.218,1.281,0.051,0.26,1.174,0.329,0.19
2015-10-03,21.1,18,24.7,0,0.921,0.025,0.268,1.901,0.066,0.339,1.398,0.36,0.191
2015-10-04,21.3,19.1,24.8,0,0.796,0.032,0.266,1.687,0.059,0.248,1.206,0.382,0.248
2015-10-05,20.9,18,24.3,0.1,0.519,0.013,0.147,1.121,0.044,0.18,0.958,0.261,0.191
2015-10-06,20.3,17.1,23.1,0,0.537,0.016,0.159,1.063,0.035,0.138,0.9,0.253,0.154
2015-10-07,20.9,17.3,23.8,0,0.739,0.026,0.172,1.247,0.052,0.212,1.017,0.261,0.206
2015-10-08,20.8,19.4,23.7,0,1.118,0.041,0.263,1.646,0.042,0.273,1.222,0.363,0.196
2015-10-09,19.2,15.6,22.5,0,1.428,0.036,0.351,2.496,0.074,0.442,1.76,0.502,0.311
2015-10-10,19.9,15.7,25.8,0,1.293,0.044,0.401,2.627,0.102,0.42,1.811,0.551,0.259
2015-10-11,18.3,16.2,20.7,0,1.032,0.037,0.321,2.201,0.099,0.338,1.567,0.495,0.27
2015-10-12,18.7,15.5,20.9,0.7,0.672,0.016,0.168,1.313,0.043,0.196,1.065,0.319,0.238
2015-10-13,18.9,15.9,21.6,0,0.562,0.021,0.173,1.096,0.037,0.2,0.985,0.254,0.161
2015-10-14,18.8,15,23,0,0.552,0.032,0.137,1.023,0.042,0.172,0.871,0.27,0.189
2015-10-15,19.2,15.8,23.8,0,0.728,0.021,0.135,1.149,0.051,0.174,0.971,0.248,0.162
2015-10-16,18.6,15.8,22.4,0,0.974,0.016,0.249,1.425,0.043,0.222,1.167,0.341,0.186
2015-10-17,19.1,15.8,22.3,0,1.184,0.029,0.276,2.036,0.097,0.374,1.522,0.388,0.273
2015-10-18,19.1,16.1,22.7,0,1.058,0.033,0.299,2.008,0.059,0.401,1.517,0.418,0.224
2015-10-19,19.6,15.3,24.2,0,0.663,0.012,0.19,1.284,0.049,0.218,1.04,0.332,0.245
2015-10-20,19.5,17,22.3,0,0.575,0.017,0.191,1.126,0.04,0.211,0.981,0.253,0.165
2015-10-21,20.1,18.1,23.7,0,0.453,0.019,0.148,1.003,0.044,0.147,0.832,0.245,0.158
2015-10-22,20.4,17.7,24.1,0,0.673,0.017,0.138,1.18,0.054,0.197,0.892,0.25,0.205
2015-10-23,19.2,17.1,21.9,0,0.953,0.035,0.197,1.447,0.057,0.268,1.14,0.312,0.188
2015-10-24,19.5,15.9,22.9,0,1.17,0.017,0.281,2,0.079,0.339,1.524,0.374,0.27
2015-10-25,19,16.7,22.7,0,0.898,0.026,0.244,1.902,0.074,0.341,1.421,0.39,0.195
2015-10-26,19.1,15.7,23.2,0,0.61,0.022,0.151,1.327,0.044,0.186,1.037,0.302,0.166
2015-10-27,17.9,16.2,22.5,5.9,0.558,0.018,0.247,1.081,0.045,0.156,0.785,0.278,0.22
2015-10-28,16.8,15.2,19.9,0,0.505,0.01,0.155,0.883,0.058,0.145,0.851,0.24,0.137
2015-10-29,17.2,13.4,19.7,0,0.596,0.022,0.122,1.004,0.051,0.163,0.835,0.222,0.173
2015-10-30,14.5,12.3,18.3,0,0.77,0.013,0.215,1.236,0.032,0.19,0.892,0.279,0.134
2015-10-31,13.1,11.7,16.1,0,0.869,0.037,0.324,1.902,0.053,0.277,1.301,0.331,0.221
2015-11-01,13,10.6,15.1,0.9,0.748,0.023,0.289,1.616,0.036,0.22,0.983,0.312,0.253
2015-11-02,14.2,10.6,18.5,0,0.496,0.018,0.145,1.037,0.04,0.145,0.921,0.218,0.224
2015-11-03,14.8,12,18.2,0,0.437,0.015,0.13,0.896,0.04,0.149,0.855,0.248,0.156
2015-11-04,17.4,11.8,23.8,0,0.543,0.005,0.135,0.894,0.036,0.15,0.842,0.215,0.17
2015-11-05,19,16,21.5,0.4,0.649,0.016,0.132,0.976,0.036,0.129,0.759,0.185,0.136
2015-11-06,19.7,16.8,23.3,6.4,0.86,0.013,0.2,1.386,0.049,0.232,0.962,0.248,0.145
2015-11-07,20.2,18.6,21.4,11.2,0.965,0.061,0.554,1.92,0.046,0.155,0.758,0.341,0.254
2015-11-08,18.8,17.3,21.3,4.2,0.731,0.025,0.291,1.657,0.058,0.252,1.012,0.274,0.205
2015-11-09,15.9,14.5,17.7,0.4,0.558,0.005,0.168,1.074,0.041,0.147,0.78,0.245,0.191
2015-11-10,14.2,11.9,16.2,0,0.509,0.015,0.162,0.91,0.055,0.125,0.833,0.265,0.172
2015-11-11,15.1,11.5,17.8,1.3,0.522,0.023,0.183,0.95,0.032,0.129,0.703,0.186,0.14
2015-11-12,17.5,15.1,20.6,1.4,0.699,0.013,0.145,1.032,0.043,0.174,0.828,0.226,0.19
2015-11-13,17.5,16,19.2,47.3,0.896,0.038,0.407,1.465,0.024,0.132,0.614,0.271,0.206
2015-11-14,17.1,16.3,18.4,1.2,1.078,0.016,0.298,1.85,0.065,0.301,1.018,0.362,0.191
2015-11-15,16,13.1,19,0,0.896,0.019,0.222,1.808,0.067,0.287,1.283,0.366,0.22
2015-11-16,17.7,12.9,22.1,0,0.537,0.007,0.162,1.085,0.041,0.19,0.828,0.246,0.189
2015-11-17,17.5,16.9,18.5,0.3,0.397,0.012,0.183,0.856,0.036,0.105,0.64,0.232,0.177
2015-11-18,16.2,14.5,17.6,33,0.428,0.031,0.166,0.712,0.014,0.069,0.44,0.189,0.156
2015-11-19,15.2,14.3,16.4,12.3,0.618,0.025,0.174,0.868,0.023,0.075,0.503,0.155,0.128
2015-11-20,15.5,14.2,17.6,3.7,0.754,0.014,0.172,1.136,0.043,0.171,0.841,0.241,0.134
2015-11-21,15.7,13.9,17.8,0,0.895,0.046,0.232,1.645,0.07,0.282,1.121,0.313,0.166
2015-11-22,16.9,13.5,19.8,0,0.746,0.029,0.195,1.482,0.043,0.256,1.094,0.327,0.235
2015-11-23,16.5,14.5,18.2,14.3,0.425,0.026,0.23,1,0.028,0.078,0.581,0.235,0.141
2015-11-24,13.6,11.9,15.1,0.3,0.411,0.007,0.131,0.805,0.04,0.127,0.677,0.197,0.16
2015-11-25,10.9,7.1,13.4,28,0.421,0.022,0.175,0.709,0.018,0.058,0.411,0.172,0.131
2015-11-26,6,3.1,8.4,6.6,0.572,0.019,0.195,0.773,0.016,0.049,0.375,0.155,0.109
2015-11-27,7.9,4.7,9.5,0,0.615,0.027,0.207,1.032,0.033,0.156,0.543,0.216,0.194
2015-11-28,10.5,8.1,14.3,0,0.846,0.023,0.241,1.592,0.051,0.206,1.066,0.314,0.163
2015-11-29,12.1,8.1,16.1,0,0.593,0.021,0.21,1.288,0.043,0.167,0.924,0.286,0.206
2015-11-30,12.9,9.5,16.7,0,0.348,0.006,0.114,0.714,0.025,0.077,0.574,0.157,0.128
2015-12-01,11.3,7.2,16.1,0,0.296,0.013,0.106,0.629,0.023,0.068,0.581,0.165,0.099
2015-12-02,13.1,10.2,20.1,1.6,0.3,0.009,0.125,0.556,0.022,0.059,0.461,0.162,0.134
2015-12-03,9.2,7.2,10.8,0.3,0.376,0.016,0.155,0.671,0.012,0.054,0.353,0.151,0.108
2015-12-04,9,7.9,9.6,0,0.61,0.014,0.177,0.969,0.021,0.112,0.493,0.207,0.133
2015-12-05,10.2,8.8,11,0,0.84,0.02,0.253,1.4,0.045,0.215,0.813,0.269,0.171
2015-12-06,9.2,7.4,10.3,0,0.569,0.03,0.244,1.334,0.041,0.159,0.79,0.264,0.183
2015-12-07,9.4,7.5,11.8,0,0.365,0.009,0.122,0.761,0.02,0.089,0.576,0.176,0.153
2015-12-08,9.2,7.5,11.9,0,0.318,0.014,0.098,0.647,0.02,0.084,0.514,0.134,0.106
2015-12-09,13.7,7.5,19.2,0,0.361,0.008,0.088,0.573,0.014,0.085,0.517,0.157,0.127
2015-12-10,15.2,13.4,16.6,50.7,0.444,0.025,0.199,0.719,0.014,0.06,0.321,0.167,0.12
2015-12-11,11.5,10.1,13.5,11.4,0.642,0.007,0.181,1.034,0.025,0.147,0.604,0.204,0.13
2015-12-12,12.2,10,13.8,0.3,0.79,0.055,0.228,1.462,0.036,0.25,0.889,0.286,0.208
2015-12-13,14.1,12.1,17,0,0.562,0.03,0.186,1.322,0.04,0.187,0.929,0.316,0.164
2015-12-14,14,12.9,15.8,0.6,0.433,0.027,0.234,0.955,0.031,0.057,0.473,0.203,0.168
2015-12-15,11,9.2,13.2,0,0.4,0.008,0.155,0.779,0.03,0.078,0.544,0.195,0.102
2015-12-16,7,3.1,9.6,0.1,0.387,0.014,0.174,0.705,0.026,0.07,0.477,0.188,0.133
2015-12-17,4.8,2.3,6.1,2.9,0.533,0.033,0.182,0.809,0.019,0.037,0.444,0.154,0.158
2015-12-18,7.1,5.6,8.1,0,0.725,0.012,0.184,0.967,0.023,0.138,0.632,0.22,0.131
2015-12-19,7.8,5.6,11,0,0.842,0.024,0.26,1.534,0.033,0.204,0.902,0.301,0.218
2015-12-20,9.6,5.9,11.7,7.3,0.712,0.036,0.258,1.524,0.028,0.157,0.684,0.276,0.214
2015-12-21,10.8,7.4,13.6,4.3,0.48,0.017,0.166,1.094,0.032,0.095,0.623,0.24,0.161
2015-12-22,12.3,7.5,16.9,0,0.511,0.015,0.156,1.014,0.045,0.11,0.676,0.22,0.153
2015-12-23,12.8,11,15.4,10.2,0.549,0.024,0.171,1.016,0.029,0.093,0.597,0.206,0.16
2015-12-24,9.8,8.4,11.1,0,1.046,0.03,0.259,1.5,0.044,0.142,0.704,0.253,0.165
2015-12-25,8,6.3,9.8,0,1.567,0.07,0.541,2.868,0.085,0.264,1.346,0.494,0.211
2015-12-26,11.3,7.1,13.5,0,1.443,0.07,0.475,2.85,0.093,0.357,1.511,0.557,0.271
2015-12-27,6.7,4.5,11.2,0,1.19,0.042,0.446,2.584,0.066,0.253,1.257,0.48,0.311
2015-12-28,5.8,4.7,6.7,0,0.962,0.033,0.332,1.847,0.051,0.189,0.98,0.394,0.2
2015-12-29,6.9,5.7,7.8,0,0.946,0.041,0.338,1.68,0.039,0.143,0.95,0.389,0.224
2015-12-30,8.4,6.6,11,0,1.057,0.024,0.321,1.924,0.061,0.217,1.104,0.405,0.21
2015-12-31,9,7.7,10.7,0.3,1.335,0.055,0.467,2.081,0.082,0.261,1.125,0.449,0.207
2016-01-01,8.2,5.2,10.8,0,1.308,0.059,0.343,2.372,0.113,0.319,1.752,0.475,0.256
2016-01-02,12.5,7.8,16.8,0,1.015,0.047,0.365,2.122,0.088,0.274,1.395,0.415,0.295
2016-01-03,13,10.5,16.2,0,0.728,0.027,0.308,1.665,0.074,0.194,1.131,0.342,0.196
2016-01-04,11.7,10.9,12.9,0,0.545,0.02,0.176,0.959,0.042,0.112,0.735,0.257,0.169
2016-01-05,8.5,6.6,11.1,6.2,0.551,0.042,0.4,1.126,0.035,0.061,0.592,0.254,0.148
2016-01-06,7.3,5.7,8.7,0,0.627,0.026,0.249,1.094,0.053,0.125,0.819,0.295,0.163
2016-01-07,7,6.3,8.2,0,0.63,0.021,0.269,1.186,0.047,0.136,0.748,0.287,0.212
2016-01-08,6,4.4,7.5,0.1,0.698,0.024,0.339,1.319,0.055,0.127,0.745,0.286,0.164
2016-01-09,7,5.6,8.3,0,0.952,0.028,0.275,1.636,0.061,0.189,1.046,0.353,0.187
2016-01-10,8.1,6.4,10.9,0,0.846,0.026,0.271,1.655,0.079,0.183,1.083,0.33,0.189
2016-01-11,6.1,4.3,7.7,0,0.733,0.02,0.264,1.188,0.056,0.111,0.752,0.289,0.166
2016-01-12,4.9,4.1,6.1,0,0.697,0.018,0.335,1.224,0.039,0.131,0.801,0.315,0.227
2016-01-13,4.6,2.5,5.7,0.1,0.632,0.013,0.293,1.171,0.045,0.1,0.733,0.279,0.141
2016-01-14,6.4,5,7.9,0,0.72,0.031,0.304,1.204,0.048,0.145,0.805,0.264,0.222
2016-01-15,7.1,4.5,11,0,0.755,0.02,0.262,1.284,0.063,0.143,0.839,0.271,0.17
2016-01-16,7.5,4.2,11.1,0,0.992,0.049,0.26,1.616,0.059,0.244,1.107,0.348,0.191
2016-01-17,8.9,7.4,10.4,33.5,0.888,0.055,0.48,1.709,0.037,0.104,0.667,0.285,0.265
2016-01-18,4.1,-0.3,8.9,0.8,0.598,0.021,0.299,1.205,0.034,0.092,0.605,0.325,0.181
2016-01-19,1.5,-0.4,3.1,3.2,0.572,0.012,0.262,0.94,0.028,0.018,0.481,0.225,0.195
2016-01-20,2.4,1.5,3.6,0,0.585,0.021,0.254,1.07,0.033,0.096,0.678,0.225,0.105
2016-01-21,2.9,2.2,3.9,0,0.639,0.013,0.262,1.096,0.052,0.094,0.611,0.242,0.153
2016-01-22,2.8,1.6,4.3,0,0.842,0.022,0.232,1.34,0.071,0.136,0.712,0.322,0.238
2016-01-23,-0.5,-4.1,3.4,12.2,0.613,0.026,0.226,0.889,0.024,0.061,0.418,0.186,0.13
2016-01-24,-3,-5.8,0.3,4.4,0.293,0.004,0.021,0.153,0,0.003,0.047,0.037,0.032
2016-01-25,1.9,-1.1,4.1,1.6,0.265,0.011,0.021,0.258,0,0.004,0.123,0.022,0.049
2016-01-26,5.5,3.8,7.2,0.1,0.289,0,0.097,0.453,0.008,0.018,0.282,0.063,0.066
2016-01-27,7.2,4.5,9.6,0,0.455,0.003,0.158,0.554,0.034,0.046,0.441,0.141,0.113
2016-01-28,8.6,5.8,11.5,27.2,0.625,0.022,0.272,0.84,0.012,0.038,0.371,0.168,0.135
2016-01-29,8.6,7.7,10,32.4,0.697,0.021,0.3,1.18,0.028,0.081,0.479,0.219,0.161
2016-01-30,7.9,6.5,9,3.8,0.76,0.026,0.27,1.561,0.059,0.152,0.766,0.286,0.174
2016-01-31,4.6,3.1,6.5,0,0.494,0.029,0.195,1.368,0.043,0.166,0.774,0.23,0.185
2016-02-01,2.7,1.6,3.6,0,0.38,0.009,0.157,0.882,0.028,0.057,0.471,0.158,0.15
2016-02-02,2.8,2,4.7,0,0.371,0.01,0.148,0.791,0.019,0.045,0.546,0.178,0.196
2016-02-03,4.8,2.3,6.8,0,0.335,0.011,0.124,0.773,0.034,0.05,0.496,0.146,0.13
2016-02-04,6.9,5.2,9.4,0,0.234,0.012,0.087,0.602,0.019,0.039,0.438,0.123,0.115
2016-02-05,6,4.6,8.5,0,0.401,0.019,0.142,0.729,0.014,0.066,0.496,0.134,0.095
2016-02-06,4.2,3,5.8,0.1,0.68,0.044,0.254,1.279,0.029,0.093,0.663,0.236,0.121
2016-02-07,4.3,2.6,7.2,0.1,0.779,0.032,0.324,1.573,0.051,0.171,0.809,0.302,0.215
2016-02-08,8.2,4.7,11.2,0,0.798,0.031,0.283,1.327,0.097,0.152,1.037,0.417,0.153
2016-02-09,8.4,5.2,11.6,0,0.752,0.05,0.383,2.065,0.097,0.302,1.333,0.542,0.24
2016-02-10,9.9,4.5,16.7,0,0.766,0.019,0.287,1.899,0.079,0.222,1.241,0.397,0.197
2016-02-11,14.9,9.2,19.5,0.1,0.713,0.017,0.244,1.346,0.046,0.158,0.805,0.262,0.167
2016-02-12,17.4,15.7,20.5,24,0.723,0.034,0.445,1.39,0.018,0.066,0.467,0.249,0.235
2016-02-13,14.8,9,19.7,9.1,0.67,0.03,0.405,1.594,0.044,0.108,0.699,0.252,0.217
2016-02-14,4.3,2.4,9.2,0,0.568,0.026,0.301,1.443,0.058,0.116,0.683,0.252,0.19
2016-02-15,2.1,-0.4,3.7,0.1,0.566,0.014,0.219,1.065,0.034,0.07,0.514,0.206,0.146
2016-02-16,5.7,2.9,7.9,0,0.57,0.02,0.257,1.168,0.056,0.082,0.693,0.234,0.17
2016-02-17,5.8,3.8,8.1,0,0.659,0.011,0.225,1.146,0.055,0.157,0.862,0.221,0.248
2016-02-18,8,2.6,13.9,0,0.752,0.022,0.197,1.248,0.047,0.142,0.901,0.258,0.183
2016-02-19,10.4,8.3,12.5,0.2,0.989,0.014,0.24,1.391,0.058,0.21,0.866,0.276,0.217
2016-02-20,8.3,5.3,11.1,0,1.043,0.034,0.309,2.012,0.07,0.227,1.203,0.383,0.239
2016-02-21,5.7,4.2,8.7,0,0.978,0.023,0.284,1.974,0.074,0.264,1.202,0.324,0.233
2016-02-22,6,4.9,8.7,5.4,0.815,0.021,0.343,1.388,0.04,0.116,0.746,0.234,0.256
2016-02-23,7.2,3.7,10.8,0.3,0.758,0.017,0.298,1.481,0.054,0.192,1.041,0.316,0.171
2016-02-24,3.1,2.3,4.8,0,0.748,0.041,0.289,1.429,0.06,0.13,0.927,0.274,0.219
2016-02-25,4.3,2.1,7.8,0,0.938,0.03,0.288,1.485,0.052,0.176,1.003,0.298,0.209
2016-02-26,9.2,3.3,13.5,0,1.077,0.027,0.261,1.605,0.075,0.267,1.073,0.315,0.236
2016-02-27,12,10,14.6,0.1,1.453,0.041,0.339,2.338,0.079,0.311,1.342,0.39,0.312
2016-02-28,11.4,6.3,19.5,0,1.416,0.032,0.369,2.877,0.11,0.413,1.764,0.489,0.28
2016-02-29,3.5,0.4,6.6,0.5,1.021,0.061,0.46,2.403,0.07,0.186,1.098,0.486,0.317
2016-03-01,3.6,1,6.9,0,0.546,0.03,0.223,1.732,0.054,0.158,1.2,0.274,0.26
2016-03-02,7.9,2.1,13.6,0,0.358,0.004,0.129,0.943,0.037,0.085,0.699,0.171,0.194
2016-03-03,12.3,6.1,16,0.3,0.457,0.01,0.113,0.833,0.028,0.105,0.585,0.145,0.16
2016-03-04,16.6,12.6,22.5,0,0.583,0.007,0.096,1.053,0.032,0.134,0.771,0.167,0.194
2016-03-05,18.1,14.2,22,32.7,0.843,0.032,0.244,1.628,0.044,0.152,0.795,0.273,0.2
2016-03-06,12.1,10,15.8,7.9,0.56,0.025,0.15,1.554,0.065,0.196,1.061,0.247,0.233
2016-03-07,14.1,10.4,18.6,0,0.476,0.013,0.091,0.968,0.023,0.105,0.754,0.182,0.207
2016-03-08,10.1,6.5,14.3,17.3,0.415,0.02,0.161,0.857,0.027,0.081,0.643,0.164,0.151
2016-03-09,6.1,4.3,8.5,25,0.336,0.01,0.13,0.872,0.047,0.077,0.676,0.171,0.192
2016-03-10,4.4,2.9,6.7,0,0.477,0.017,0.133,0.873,0.029,0.075,0.598,0.164,0.194
2016-03-11,4.8,2.9,7.7,0,0.771,0.013,0.177,1.157,0.058,0.135,0.751,0.203,0.168
2016-03-12,6.4,2.9,8.4,0,0.897,0.013,0.25,1.883,0.059,0.292,1.239,0.293,0.254
2016-03-13,8.4,6.1,11,9.4,0.736,0.031,0.301,1.832,0.051,0.139,0.807,0.288,0.243
2016-03-14,7.6,6.4,9.6,0,0.562,0.018,0.135,1.158,0.047,0.092,0.931,0.224,0.195
2016-03-15,8.3,3.7,11.6,0,0.437,0.02,0.109,0.996,0.051,0.087,0.839,0.213,0.175
2016-03-16,12,8,16.1,0,0.482,0.012,0.136,1.007,0.038,0.112,0.795,0.188,0.169
2016-03-17,15,8.5,21.3,0,0.659,0.01,0.081,1.054,0.039,0.149,0.754,0.207,0.222
2016-03-18,15.3,13.2,20,4.2,1.007,0.016,0.218,1.373,0.034,0.198,0.823,0.257,0.179
2016-03-19,12.4,9.8,15.2,0,1.245,0.029,0.236,2.376,0.064,0.299,1.576,0.373,0.236
2016-03-20,11.1,7.3,13.9,0,1.045,0.011,0.216,2.13,0.077,0.233,1.388,0.399,0.258
2016-03-21,12.4,9.7,15.5,0,0.706,0.008,0.138,1.257,0.044,0.149,1.008,0.279,0.196
2016-03-22,11.2,7.9,15.1,0,0.652,0.007,0.129,1.184,0.04,0.133,0.99,0.227,0.243
2016-03-23,9.8,7.3,14.5,0,0.663,0.008,0.151,1.147,0.045,0.126,0.949,0.236,0.191
2016-03-24,9.1,7,12.1,0,0.692,0.015,0.151,1.233,0.047,0.146,0.968,0.238,0.197
2016-03-25,8.9,7.4,12.1,0,0.965,0.026,0.183,1.459,0.069,0.161,1.045,0.261,0.205
2016-03-26,8.7,6.7,11.3,0,1.164,0.039,0.266,2.293,0.085,0.285,1.484,0.402,0.261
2016-03-27,10.2,6.6,13.9,0,1.042,0.028,0.242,2.27,0.076,0.242,1.503,0.39,0.282
2016-03-28,13.1,6.9,17.2,0,0.715,0.01,0.143,1.465,0.063,0.187,1.142,0.298,0.246
2016-03-29,14.7,10.2,17.8,0,0.599,0.014,0.183,1.339,0.04,0.136,0.991,0.269,0.217
2016-03-30,14.7,12.4,17.4,0,0.578,0.017,0.12,1.016,0.052,0.137,0.879,0.239,0.179
2016-03-31,13.9,13.2,16.1,0.1,0.686,0.008,0.207,1.173,0.036,0.129,0.709,0.234,0.209
2016-04-01,14.4,9.8,18.8,0,1.032,0.01,0.186,1.438,0.071,0.225,1.128,0.267,0.169
2016-04-02,16.3,11.1,21.6,0,1.324,0.02,0.253,2.3,0.076,0.315,1.582,0.421,0.318
2016-04-03,15.6,14.5,17.2,25.2,1.101,0.038,0.431,2.251,0.032,0.174,0.948,0.385,0.286
2016-04-04,13.3,12.8,15,5.9,0.754,0.014,0.189,1.469,0.049,0.158,1.143,0.293,0.245
2016-04-05,13.8,12.6,16.4,0,0.589,0.008,0.152,1.191,0.046,0.155,1.006,0.285,0.186
2016-04-06,15.1,11.6,18.6,2.3,0.625,0.012,0.257,1.074,0.029,0.133,0.705,0.209,0.19
2016-04-07,14.9,12.6,21.6,14.5,0.749,0.025,0.169,1.177,0.038,0.152,0.817,0.241,0.22
2016-04-08,13.3,11.5,16.6,0,1.026,0.012,0.147,1.436,0.048,0.218,1.206,0.263,0.202
2016-04-09,14.6,11.1,20,0,1.387,0.016,0.237,2.354,0.081,0.313,1.611,0.398,0.25
2016-04-10,15.3,12.2,18.8,0,1.174,0.019,0.2,2.235,0.083,0.32,1.596,0.431,0.235
2016-04-11,14.6,12.5,18.8,0,0.893,0.011,0.18,1.7,0.071,0.217,1.25,0.369,0.257
2016-04-12,16.5,12.2,21.1,0,0.824,0.018,0.217,1.609,0.053,0.207,1.133,0.326,0.267
2016-04-13,15.9,13,19.6,24.4,0.907,0.033,0.26,2.064,0.049,0.201,1.234,0.362,0.271
2016-04-14,15.1,12.8,22.3,0,0.967,0.025,0.17,1.451,0.047,0.201,1.271,0.291,0.241
2016-04-15,16.2,11,21.2,0,1.15,0.019,0.223,1.732,0.053,0.23,1.258,0.378,0.246
2016-04-16,20.1,14.2,24.5,18.6,1.166,0.052,0.379,2.013,0.044,0.178,0.861,0.352,0.27
2016-04-17,13.5,12.4,16.4,0.2,0.846,0.016,0.216,1.84,0.055,0.238,1.342,0.357,0.262
2016-04-18,14.6,12.6,17.3,0,0.687,0.02,0.13,1.248,0.041,0.166,1.076,0.262,0.169
2016-04-19,14.9,13.2,17.2,0,0.638,0.015,0.158,1.228,0.041,0.138,1.018,0.293,0.201
2016-04-20,18,12.3,21.7,0,0.63,0.018,0.146,1.096,0.027,0.147,0.92,0.217,0.193
2016-04-21,16.7,13.4,22.4,4.2,0.708,0.028,0.196,1.277,0.052,0.116,0.742,0.219,0.2
2016-04-22,16.7,11.5,22.3,0,1.054,0.014,0.148,1.47,0.051,0.22,1.182,0.287,0.219
2016-04-23,16.6,14.7,20.2,2.9,1.161,0.033,0.325,2.215,0.053,0.253,1.282,0.357,0.234
2016-04-24,16.9,14.3,20.7,0,1.007,0.029,0.197,2.229,0.086,0.305,1.629,0.366,0.251
2016-04-25,16.8,13.7,19.8,0,0.65,0.004,0.157,1.469,0.064,0.201,1.173,0.289,0.208
2016-04-26,18.2,14,24.2,1,0.535,0.014,0.153,1.118,0.033,0.147,0.938,0.254,0.19
2016-04-27,14.3,13.1,16,13.6,0.573,0.061,0.291,1.065,0.031,0.11,0.546,0.21,0.209
2016-04-28,13.9,12.7,15.9,8.6,0.599,0.03,0.208,1.155,0.047,0.156,0.833,0.207,0.158
2016-04-29,14.9,11.3,19,0,0.977,0.018,0.15,1.535,0.042,0.226,1.203,0.278,0.178
