year,avgTemp,minTemp,maxTemp,rainFall,accomodation(1000),concert,culture,food,history,sport,nature,rest,shopping
2018-02-25,9.8,6.7,13.2,0,2.32,0.058,0.807,5.028,0.167,0.525,2.165,0.722,0.502
2018-02-26,8.1,4.2,11.9,0,1.997,0.032,0.545,3.917,0.126,0.398,2.1,0.642,0.385
2018-02-27,10.6,5.8,15,0,2.036,0.044,0.597,3.776,0.147,0.432,2.16,0.609,0.443
2018-02-28,11,6.9,17.5,59.6,2.246,0.106,0.893,4.01,0.047,0.101,0.807,0.494,0.462
2018-03-01,6.8,3.3,10.5,0,2.876,0.08,0.905,6.129,0.172,0.506,2.359,0.72,0.515
2018-03-02,5.7,2.8,9.1,0,2.916,0.037,0.64,6.095,0.161,0.573,3.057,0.664,0.531
2018-03-03,12,6,19.2,0,2.98,0.071,0.771,6.347,0.157,0.531,2.719,0.683,0.589
2018-03-04,17.2,10.9,23.2,0.8,1.955,0.056,0.532,5.053,0.131,0.364,2.343,0.522,0.53
2018-03-05,10.4,8.2,21.7,3.9,1.429,0.056,0.454,3.186,0.079,0.171,1.17,0.376,0.359
2018-03-06,9.6,8.2,11.3,0,1.408,0.038,0.321,2.979,0.094,0.285,1.791,0.374,0.347
2018-03-07,10,8.4,11.6,30.1,1.336,0.047,0.4,2.851,0.075,0.178,1.215,0.326,0.464
2018-03-08,6.8,5.1,8.6,18.2,1.451,0.068,0.466,2.981,0.083,0.168,1.135,0.337,0.336
2018-03-09,5.6,4.2,7.8,0,1.845,0.049,0.476,3.404,0.121,0.333,1.822,0.412,0.363
2018-03-10,8.1,4.3,11.5,0,2.377,0.068,0.513,5.026,0.133,0.536,2.592,0.616,0.469
2018-03-11,8.7,5.1,12.1,0,2.097,0.04,0.608,4.919,0.149,0.498,2.732,0.524,0.491
2018-03-12,11.2,7,15.3,0,1.463,0.031,0.367,3.213,0.072,0.295,1.924,0.42,0.471
2018-03-13,14.7,9.6,19.2,0,1.49,0.017,0.381,3.255,0.094,0.394,2.092,0.384,0.344
2018-03-14,16.9,12.5,20.3,0,1.449,0.037,0.322,3.201,0.107,0.358,1.998,0.38,0.357
2018-03-15,17.1,12,21.7,16,1.836,0.066,0.554,3.302,0.042,0.159,1.01,0.368,0.393
2018-03-16,9.5,8.8,12.1,1.9,2.151,0.07,0.618,4.281,0.105,0.369,1.795,0.497,0.44
2018-03-17,10,7.3,13.8,0,2.745,0.081,0.555,5.821,0.167,0.608,3.18,0.659,0.611
2018-03-18,15.2,7.8,22.3,3.1,2.193,0.074,0.581,5.462,0.146,0.527,2.474,0.602,0.482
2018-03-19,12.6,10.1,16.2,8.7,1.618,0.046,0.477,3.57,0.089,0.275,1.55,0.499,0.488
2018-03-20,8.3,6.5,10.2,14.1,1.412,0.065,0.588,3.043,0.062,0.189,0.988,0.422,0.364
2018-03-21,5.4,4.2,6.6,21.2,1.463,0.082,0.55,2.795,0.061,0.139,1.062,0.374,0.375
2018-03-22,7.3,5.3,10.4,0,1.863,0.051,0.438,3.301,0.114,0.315,1.83,0.426,0.405
2018-03-23,8.6,4.6,11.9,0,2.245,0.045,0.455,4.053,0.109,0.472,2.39,0.559,0.407
2018-03-24,12.2,7.7,16.5,0,2.651,0.059,0.579,5.333,0.133,0.575,2.883,0.729,0.55
2018-03-25,13.2,9.6,16.9,0,2.311,0.043,0.585,5.35,0.162,0.53,2.881,0.676,0.45
2018-03-26,13.7,9.7,17,0,1.727,0.042,0.389,3.66,0.103,0.359,2.224,0.479,0.398
2018-03-27,14.8,10.3,19.1,0,1.678,0.043,0.405,3.196,0.122,0.394,2.016,0.469,0.47
2018-03-28,15.1,9.5,19.1,0,1.674,0.043,0.367,3.118,0.103,0.322,2.092,0.461,0.34
2018-03-29,15.6,12,19.3,0,1.904,0.051,0.392,3.371,0.113,0.346,2.072,0.453,0.39
2018-03-30,15.5,13.5,18.9,0,2.318,0.041,0.521,4.186,0.141,0.477,2.206,0.544,0.394
2018-03-31,17,13.3,21,0,2.672,0.049,0.676,5.608,0.143,0.61,3.049,0.651,0.489
2018-04-01,18,15.2,21.3,0,2.279,0.07,0.592,5.299,0.17,0.531,2.829,0.588,0.469
2018-04-02,18,15.3,21.3,0,1.736,0.039,0.405,3.594,0.117,0.371,2.251,0.453,0.464
2018-04-03,17.7,15.3,21.5,0,1.641,0.029,0.37,3.252,0.108,0.39,2.097,0.403,0.327
2018-04-04,17.6,15.8,20.6,0.2,1.709,0.039,0.374,2.923,0.106,0.375,1.85,0.371,0.378
2018-04-05,17.9,14.4,21.3,0,2.394,0.058,0.625,3.929,0.074,0.385,1.729,0.491,0.357
2018-04-06,11,8.1,18.2,20,2.938,0.086,0.729,5.095,0.122,0.615,2.235,0.702,0.47
2018-04-07,7.8,5.3,9.8,0,2.919,0.095,1.064,6.446,0.166,0.561,2.205,0.75,0.719
2018-04-08,12.5,7,16.4,0,2.656,0.049,0.688,5.822,0.19,0.63,3.043,0.722,0.459
2018-04-09,14.3,12.6,16.3,0,1.964,0.034,0.409,3.944,0.133,0.509,2.403,0.526,0.456
2018-04-10,18.8,12.5,22.3,0,1.719,0.046,0.462,3.687,0.112,0.421,2.245,0.468,0.388
2018-04-11,17.2,13.6,21.2,0,1.957,0.041,0.469,3.383,0.126,0.445,1.978,0.46,0.398
2018-04-12,17,13.1,23.5,0,2.369,0.058,0.461,4.106,0.143,0.485,2.252,0.479,0.43
2018-04-13,16.4,14.3,19.5,0,2.983,0.088,0.612,5.102,0.109,0.568,2.43,0.622,0.453
2018-04-14,15.2,10.2,22.9,3.7,3.301,0.135,1.104,6.716,0.116,0.451,2.227,0.775,0.64
2018-04-15,11.9,9.6,15.7,0,2.905,0.073,0.742,6.488,0.194,0.704,3.142,0.701,0.528
2018-04-16,12.2,8.5,14.6,0,2.2,0.049,0.493,4.552,0.127,0.562,2.666,0.608,0.44
2018-04-17,14.5,12.3,16.6,0,1.909,0.058,0.544,3.81,0.1,0.466,2.415,0.519,0.509
2018-04-18,13.6,10.7,17.3,0,2.058,0.044,0.444,3.87,0.115,0.436,2.425,0.566,0.391
2018-04-19,15.2,9.2,20.3,0,2.484,0.044,0.547,4.398,0.116,0.463,2.449,0.542,0.453
2018-04-20,16.6,12.1,20.3,0,2.835,0.048,0.552,5.016,0.126,0.635,2.988,0.64,0.41
2018-04-21,17.4,13.2,19.5,0,3.188,0.085,0.762,6.547,0.182,0.865,3.78,0.726,0.546
2018-04-22,20.4,17.3,25.2,5.2,2.916,0.099,1.032,6.02,0.103,0.458,2.272,0.715,0.682
2018-04-23,18.5,16.1,21.8,41.8,2.086,0.102,0.923,4.581,0.055,0.218,1.317,0.598,0.443
2018-04-24,14.7,13.6,16.4,38.7,1.964,0.081,0.697,4.106,0.127,0.362,2.029,0.567,0.478
2018-04-25,14.6,12.6,17.8,1.7,2.138,0.11,0.535,3.543,0.111,0.454,2.151,0.471,0.346
2018-04-26,15.5,12.1,19.4,0,2.511,0.09,0.531,4.349,0.096,0.517,2.613,0.546,0.426
2018-04-27,16.6,13.5,21.2,0,3.05,0.098,0.644,5.02,0.108,0.594,2.891,0.611,0.502
2018-04-28,16.4,13.1,19.3,0,3.567,0.113,0.833,7.068,0.153,0.77,3.638,0.775,0.509
2018-04-29,17.3,14.4,19.3,0,3.774,0.111,0.863,7.835,0.161,0.812,3.904,0.931,0.679
2018-04-30,20.7,17.4,26.1,1.2,3.038,0.135,1.052,6.689,0.135,0.57,3.077,0.841,0.564
2018-05-01,20.7,16.5,26,0,2.279,0.094,0.862,5.814,0.128,0.582,2.769,0.628,0.474
2018-05-02,17.6,13.4,24.5,0.3,1.88,0.082,0.681,3.594,0.119,0.334,1.857,0.529,0.466
2018-05-03,15.2,12.7,19,0,2.284,0.055,0.653,4.297,0.088,0.466,2.424,0.554,0.344
2018-05-04,16.2,12.3,20.3,0,3.034,0.084,0.736,5.239,0.123,0.633,3.045,0.725,0.468
2018-05-05,19.6,13.7,22.7,0,3.773,0.111,1.044,7.266,0.176,1,4.151,0.997,0.496
2018-05-06,20.3,17.2,23.6,21.4,3.374,0.279,1.836,7.686,0.097,0.285,1.985,0.896,0.665
2018-05-07,16.8,15.5,18.1,17.2,2.431,0.133,1.212,6.121,0.125,0.597,2.998,0.855,0.591
2018-05-08,16,14.2,18.3,0,1.573,0.066,0.638,3.807,0.098,0.432,2.134,0.547,0.383
2018-05-09,15.7,13.8,18.1,0,1.51,0.044,0.409,3.104,0.08,0.397,1.936,0.448,0.351
2018-05-10,15.9,13.9,18.3,0,1.92,0.047,0.469,3.584,0.094,0.457,2.281,0.46,0.382
2018-05-11,17.9,12,22.8,0,2.684,0.057,0.525,4.589,0.14,0.552,2.782,0.604,0.43
2018-05-12,22.2,18.4,24.4,1.3,3.015,0.064,0.878,6.254,0.121,0.704,2.929,0.71,0.617
2018-05-13,17.1,14.9,21.7,41.8,2.541,0.074,0.853,6.369,0.143,0.621,3.373,0.719,0.512
2018-05-14,19,14.9,23.2,0,2.039,0.038,0.474,4.386,0.095,0.501,2.717,0.593,0.465
2018-05-15,21.8,17.9,26.3,0,1.79,0.025,0.543,3.533,0.119,0.441,2.283,0.487,0.372
2018-05-16,24.8,21.3,31.1,0,1.832,0.073,0.576,3.663,0.09,0.394,1.958,0.456,0.349
2018-05-17,25.7,22.1,30.1,0,2.192,0.084,0.599,3.894,0.109,0.431,1.928,0.435,0.434
2018-05-18,21.8,16.3,27.8,2.4,3.137,0.055,0.742,5.185,0.117,0.625,2.713,0.571,0.425
2018-05-19,16.6,15.5,17.9,0,4.357,0.148,1.223,7.886,0.192,0.861,3.123,0.869,0.75
2018-05-20,16.5,15.1,18.6,0.7,4.162,0.151,1.503,9.374,0.175,0.926,3.563,1.148,0.692
2018-05-21,17.7,15.7,20.3,0,3.403,0.085,1,7.725,0.228,0.935,4.172,1.008,0.608
2018-05-22,20.7,16.8,26.4,2.7,2.487,0.065,0.782,6.285,0.465,0.716,3.601,0.831,0.585
2018-05-23,17.8,16.1,22.7,4.1,1.977,0.048,0.69,4.466,0.104,0.443,2.45,0.529,0.373
2018-05-24,19.2,14.1,24.4,0,2.199,0.035,0.49,3.954,0.067,0.498,2.375,0.461,0.368
2018-05-25,19.9,18,24,0,2.48,0.055,0.576,4.47,0.102,0.529,2.386,0.515,0.409
2018-05-26,18.4,14.8,23.9,2.9,3.16,0.129,0.794,6.338,0.135,0.792,3.467,0.726,0.592
2018-05-27,19.3,16.7,23,0.1,2.605,0.089,0.641,5.619,0.108,0.67,3.073,0.721,0.593
2018-05-28,20.1,17.7,24,3.9,2.129,0.083,0.685,4.468,0.067,0.394,2.091,0.588,0.467
2018-05-29,21,19.1,26.8,0,1.998,0.077,0.544,3.789,0.066,0.524,2.42,0.53,0.415
2018-05-30,21.1,18.6,24.6,0,1.855,0.06,0.45,3.38,0.067,0.445,2.249,0.461,0.339
2018-05-31,18.8,16.8,21.8,0,2.126,0.049,0.495,3.67,0.09,0.504,2.131,0.481,0.354
2018-06-01,20.1,16.2,23.2,0,2.556,0.065,0.566,4.801,0.105,0.652,2.751,0.57,0.396
2018-06-02,22.1,19.2,25.5,0,3.376,0.046,0.672,6.262,0.135,0.891,3.446,0.684,0.664
2018-06-03,21.6,20.3,24.1,0,3.438,0.066,0.732,6.955,0.129,0.917,3.858,0.88,0.522
2018-06-04,22.8,19.5,26.7,0,3.094,0.045,0.672,5.964,0.119,0.792,3.454,0.858,0.602
2018-06-05,19.8,19.1,22.9,28.5,3.22,0.136,1.331,6.071,0.114,0.441,2.5,0.912,0.65
2018-06-06,20.7,18.8,23.8,0,3.421,0.071,0.748,7.057,0.156,0.854,4.01,0.911,0.558
2018-06-07,21.3,18.9,24.4,0,3.274,0.064,0.737,5.865,0.118,0.711,3.661,0.868,0.67
2018-06-08,20.9,18.9,24.6,0,3.515,0.078,0.73,6.199,0.126,0.842,3.623,0.867,0.554
2018-06-09,22.2,18.9,26.9,0,3.791,0.09,0.837,7.368,0.163,0.865,3.622,0.808,0.645
2018-06-10,19.9,18.4,21.1,2.1,3.463,0.113,1.044,7.388,0.142,0.811,2.917,0.875,0.671
2018-06-11,19.4,18,22.4,23.9,3.083,0.11,0.823,5.915,0.119,0.652,3.058,0.852,0.574
2018-06-12,21.1,18.7,24.5,3.1,3.111,0.045,0.677,5.937,0.14,0.745,3.625,0.788,0.603
2018-06-13,21.9,17.7,28.8,0,3.524,0.075,0.767,7.099,0.186,0.769,3.802,0.846,0.532
2018-06-14,22.1,19.5,25.6,0,3.379,0.046,0.741,6.441,0.153,0.675,3.291,0.852,0.628
2018-06-15,21.1,19,23.8,0,3.463,0.072,0.756,6.42,0.153,0.732,3.395,0.834,0.557
2018-06-16,20.3,18.3,23,0,3.456,0.111,0.826,7.426,0.208,0.83,3.746,0.819,0.694
2018-06-17,20.8,18.9,24.5,0,3.103,0.078,0.678,6.393,0.19,0.837,3.6,0.748,0.646
2018-06-18,22,19.5,24.1,0,2.569,0.064,0.464,4.772,0.112,0.542,2.661,0.65,0.472
2018-06-19,22,19.7,24.3,31.3,2.532,0.098,0.886,4.749,0.093,0.399,1.606,0.637,0.575
2018-06-20,21.9,19.7,25.3,1,2.611,0.049,0.494,4.507,0.138,0.585,2.841,0.569,0.458
2018-06-21,22.7,20.2,26.8,0,2.922,0.036,0.551,4.736,0.152,0.566,2.736,0.596,0.413
2018-06-22,22.8,20.1,25.6,0.3,3.171,0.048,0.558,5.198,0.116,0.635,2.868,0.612,0.547
2018-06-23,22.7,19.8,25.1,1.4,3.607,0.063,0.674,7.105,0.179,0.918,3.799,0.781,0.513
2018-06-24,23.9,20.6,27,0,3.199,0.054,0.651,6.785,0.184,0.776,3.749,0.715,0.572
2018-06-25,24,20.6,27.5,0,2.549,0.046,0.513,5.065,0.122,0.492,2.86,0.631,0.49
2018-06-26,28.2,23.6,32.3,0,2.303,0.053,0.743,4.454,0.132,0.406,2.211,0.596,0.458
2018-06-27,26.3,24.3,29,17.3,2.322,0.065,0.713,4.029,0.087,0.29,1.823,0.54,0.448
2018-06-28,25.7,23.4,28.5,44,2.448,0.076,0.859,3.899,0.067,0.164,1.365,0.416,0.396
2018-06-29,25.2,23.2,28.9,10.4,2.408,0.071,0.552,4.241,0.092,0.427,2.437,0.532,0.436
2018-06-30,24,22,26.8,47.8,2.662,0.087,0.86,5.337,0.117,0.343,1.829,0.576,0.503
2018-07-01,27.3,22.7,30.4,7.5,1.977,0.066,0.573,4.559,0.096,0.334,2.16,0.488,0.439
2018-07-02,27.3,24.1,31.4,0,1.799,0.054,0.455,3.328,0.073,0.231,1.688,0.441,0.441
2018-07-03,24.1,22.8,25.5,1.6,1.844,0.068,0.726,3.326,0.061,0.172,1.337,0.432,0.341
2018-07-04,26,24.2,29.8,0,2.252,0.042,0.381,3.741,0.115,0.401,2.602,0.409,0.378
2018-07-05,24.8,23.6,26.5,0,2.355,0.065,0.579,4.19,0.093,0.374,2.07,0.49,0.4
2018-07-06,22.7,21.7,24,38.1,2.909,0.123,1.033,5.255,0.066,0.344,1.803,0.62,0.538
2018-07-07,21.3,19.9,22.3,0,3.472,0.085,0.809,6.844,0.189,0.735,3.092,0.75,0.714
2018-07-08,20.9,19.6,22.5,1.3,3.067,0.084,0.853,6.822,0.176,0.623,3.358,0.691,0.559
2018-07-09,24.6,21.1,28.5,0.1,2.627,0.053,0.656,5.362,0.093,0.428,2.96,0.644,0.524
2018-07-10,28.3,24.7,33.1,0,2.76,0.044,0.664,5.165,0.131,0.533,3.194,0.583,0.441
2018-07-11,30,27.4,35,0,2.966,0.057,0.646,5.207,0.106,0.433,2.942,0.605,0.446
2018-07-12,28,26,30.4,0,3.26,0.068,0.795,5.798,0.108,0.556,3.037,0.614,0.565
2018-07-13,26.7,25.2,29.2,0,3.536,0.092,0.777,6.12,0.111,0.654,3.461,0.59,0.494
2018-07-14,26.9,24.8,29.5,0,4.195,0.084,0.914,7.841,0.155,0.71,4.106,0.684,0.666
2018-07-15,27,24.4,29.8,0,3.769,0.078,0.89,7.687,0.15,0.661,4.104,0.696,0.608
2018-07-16,27,24.5,29.5,0,3.307,0.058,0.654,5.828,0.097,0.505,3.396,0.636,0.549
2018-07-17,27.3,24.8,30.1,0,3.109,0.065,0.84,5.985,0.082,0.523,3.132,0.581,0.553
2018-07-18,27.7,24.6,30.6,0,3.211,0.067,0.799,5.669,0.098,0.469,3.204,0.539,0.449
2018-07-19,27.8,24.7,31,0,3.009,0.056,0.771,5.472,0.065,0.532,3.264,0.54,0.555
2018-07-20,28.8,25.8,31.6,0,3.346,0.067,0.767,5.499,0.117,0.536,3.258,0.524,0.477
2018-07-21,28.9,25,33.9,0,3.891,0.094,0.918,6.982,0.098,0.608,3.993,0.554,0.596
2018-07-22,29.2,28.2,30.8,0.1,3.187,0.099,0.908,6.784,0.139,0.582,3.211,0.705,0.682
2018-07-23,29.9,27,34.1,0,2.974,0.057,0.624,5.315,0.085,0.494,3.267,0.5,0.431
2018-07-24,29.2,27.5,31.7,0,2.644,0.078,0.846,5.157,0.083,0.507,3.229,0.558,0.511
2018-07-25,29.1,27.5,31.9,0,2.888,0.114,0.895,5.343,0.075,0.464,3.1,0.483,0.516
2018-07-26,29.1,27.5,31.8,0,3.112,0.114,0.868,5.713,0.09,0.526,3.277,0.565,0.537
2018-07-27,29.3,27.1,32.5,0,3.4,0.122,0.983,6.087,0.07,0.571,3.491,0.63,0.616
2018-07-28,29.1,27.4,31.1,0,4.205,0.155,1.187,7.566,0.109,0.694,4.114,0.666,0.614
2018-07-29,29.4,27.2,32.5,0,4.385,0.148,1.22,8.533,0.137,0.759,4.782,0.781,0.79
2018-07-30,28.9,27.6,31.1,0,4.585,0.196,1.458,8.367,0.117,0.769,4.83,0.974,0.734
2018-07-31,28.7,25.8,31.6,0,4.559,0.155,1.478,8.454,0.138,0.808,4.957,0.991,0.687
2018-08-01,29.2,26.3,32.3,0,5.11,0.251,1.523,9.181,0.114,0.795,5.127,0.965,0.753
2018-08-02,29,26.7,32.1,0,4.859,0.248,1.55,9.439,0.139,0.915,5.583,1.034,0.922
2018-08-03,30,28.1,34.1,0.9,4.684,0.253,1.692,9.215,0.123,0.839,5.397,1.074,0.845
2018-08-04,29.5,27.8,32,0,4.838,0.198,1.411,9.03,0.134,0.889,5.499,0.871,0.855
2018-08-05,29.9,27.4,33.3,0,4.447,0.2,1.361,9.015,0.128,0.796,4.983,0.799,0.766
2018-08-06,30.1,28.1,32.8,0,4.342,0.164,1.17,7.977,0.095,0.675,4.683,0.761,0.69
2018-08-07,29.7,27.9,31.9,0,3.955,0.14,1.304,7.76,0.111,0.674,4.331,0.788,0.821
2018-08-08,29.3,26.9,31.8,0,3.982,0.197,1.285,7.786,0.1,0.703,4.194,0.72,0.614
2018-08-09,29.6,27.5,32.6,0,3.825,0.162,1.269,7.314,0.106,0.751,4.391,0.677,0.649
2018-08-10,29.9,27.5,33.2,0,4.114,0.157,1.194,7.356,0.089,0.708,4.318,0.635,0.677
2018-08-11,28.8,27.8,32.4,0,4.702,0.161,1.185,8.434,0.153,0.873,4.868,0.692,0.702
2018-08-12,29.8,26.1,33.3,41.1,3.924,0.168,1.475,8.833,0.096,0.721,4.567,0.795,0.872
2018-08-13,31.1,28.7,34.4,0.2,4.561,0.162,1.164,8.192,0.124,0.709,4.427,0.805,0.63
2018-08-14,31.2,28.6,35.3,0,4.135,0.164,1.28,7.793,0.11,0.721,4.619,0.764,0.702
2018-08-15,29.7,27.8,33.5,1.4,4.459,0.177,1.297,8.825,0.139,0.772,4.605,0.766,0.667
2018-08-16,27.5,25.2,28.8,12.7,4.131,0.231,1.914,8.333,0.083,0.507,2.76,0.859,0.827
2018-08-17,26.2,24.4,28.4,8,4.084,0.131,1.194,7.785,0.136,0.778,4.342,0.886,0.723
2018-08-18,26.7,24.4,30.7,0,4.343,0.116,1.044,8.543,0.136,0.91,5.022,0.688,0.691
2018-08-19,28.3,24.8,33.2,0,4.012,0.108,1.014,8.219,0.108,0.732,4.573,0.683,0.765
2018-08-20,29.2,27,32.8,0,3.649,0.09,0.787,6.949,0.087,0.624,3.924,0.63,0.532
2018-08-21,28.1,24.8,30.6,0,3.473,0.075,0.865,6.528,0.095,0.584,3.784,0.676,0.589
2018-08-22,27.8,25.9,30.5,36.9,2.832,0.097,0.887,4.561,0.056,0.285,1.341,0.477,0.509
2018-08-23,26.5,25.6,29.2,265.4,2.086,0.173,0.445,2.457,0.006,0.05,0.324,0.242,0.282
2018-08-24,27.2,24.9,30,0,2.838,0.06,0.787,5.316,0.073,0.406,3.021,0.513,0.483
2018-08-25,26.4,24.7,31.2,1.4,3.615,0.093,0.807,6.818,0.109,0.679,3.428,0.474,0.578
2018-08-26,28.3,26,31.8,8.5,3.302,0.082,0.906,7.126,0.105,0.567,3.556,0.634,0.625
2018-08-27,28.4,26.1,32,0,3.614,0.07,0.772,6.807,0.096,0.581,3.557,0.678,0.672
2018-08-28,27.8,25.9,30.4,0,3.517,0.084,0.861,7.099,0.123,0.592,3.764,0.694,0.65
2018-08-29,28.5,25.1,33.9,0,3.347,0.081,0.776,6.587,0.092,0.529,3.312,0.663,0.678
2018-08-30,28.9,25.8,34.5,0,3.431,0.094,0.781,6.477,0.095,0.556,3.393,0.593,0.593
2018-08-31,30,25.6,33.3,0,3.409,0.087,0.772,6.427,0.08,0.622,3.613,0.623,0.572
2018-09-01,25.8,23.3,28.9,9.5,3.522,0.147,1.233,7.36,0.062,0.468,2.782,0.683,0.728
2018-09-02,24.9,22.7,29.2,1.1,3.42,0.083,0.833,7.326,0.126,0.637,3.822,0.686,0.737
2018-09-03,27,24.1,31.2,0.5,3.116,0.068,0.733,5.985,0.101,0.486,3.073,0.664,0.533
2018-09-04,26.2,23.5,29.1,7.1,2.85,0.076,0.681,5.895,0.096,0.496,3.278,0.658,0.586
2018-09-05,26.6,23.2,30.8,0,3.043,0.069,0.575,5.597,0.102,0.533,3.063,0.632,0.511
2018-09-06,26.2,24.5,29.2,0,3.059,0.063,0.659,5.718,0.081,0.552,3.047,0.585,0.56
2018-09-07,24.3,21,27.4,11.8,3.343,0.107,0.974,6.222,0.093,0.492,2.526,0.722,0.721
2018-09-08,22.3,19.4,24.9,0,3.465,0.093,0.83,7.486,0.151,0.785,3.7,0.718,0.613
2018-09-09,23,19.1,26.3,0,3.326,0.072,0.671,7.16,0.14,0.785,3.853,0.712,0.672
2018-09-10,23,20.2,26.2,0,2.865,0.063,0.602,5.733,0.119,0.521,3.191,0.554,0.571
2018-09-11,22.3,21.4,23.8,0.2,2.603,0.076,0.658,5.427,0.089,0.459,2.719,0.621,0.539
2018-09-12,23,21.4,24.8,0.2,2.422,0.058,0.64,4.688,0.1,0.518,2.272,0.535,0.582
2018-09-13,23.5,21.6,24.3,139.3,2.66,0.11,0.976,4.918,0.046,0.208,1.38,0.493,0.525
2018-09-14,25.3,23,27.8,0,3.051,0.068,0.684,5.339,0.098,0.554,2.816,0.58,0.556
2018-09-15,25.2,23.5,28,0.4,3.568,0.082,0.785,7.254,0.118,0.76,3.69,0.632,0.603
2018-09-16,25.5,23,28.5,0,2.789,0.052,0.713,6.99,0.108,0.679,3.597,0.615,0.621
2018-09-17,24.6,23.4,28.3,0.1,2.277,0.059,0.632,4.89,0.096,0.334,2.203,0.524,0.647
2018-09-18,25,23.4,28.1,0,2.008,0.057,0.522,4.568,0.086,0.423,2.665,0.48,0.437
2018-09-19,23.3,21.3,25.4,0,1.584,0.066,0.475,3.657,0.073,0.323,1.83,0.382,0.446
2018-09-20,25.2,22.3,27.7,11.6,1.465,0.076,0.471,3.441,0.051,0.276,1.57,0.332,0.356
2018-09-21,24.5,23.4,28.2,2.9,1.853,0.069,0.584,3.596,0.044,0.344,1.654,0.384,0.361
2018-09-22,24.2,22.3,27.6,0,2.609,0.108,0.606,5.061,0.118,0.601,3.069,0.584,0.535
2018-09-23,24.4,21.2,29.6,0,2.923,0.119,0.722,6.142,0.16,0.702,3.547,0.806,0.612
2018-09-24,21.9,19.2,23.7,0,2.992,0.144,0.824,5.303,0.26,0.767,4.17,0.971,0.625
2018-09-25,21.5,19.3,24.1,0,2.866,0.121,0.933,6.85,0.227,0.97,4.327,1.036,0.636
2018-09-26,22.2,20.8,24.9,0,2.83,0.145,0.996,6.678,0.177,0.748,3.471,0.877,0.669
2018-09-27,21.2,18.5,23.6,0,2.721,0.066,0.682,5.327,0.109,0.59,3.134,0.663,0.549
2018-09-28,21.7,19.4,24.3,0,2.738,0.071,0.637,5.495,0.099,0.642,3.149,0.577,0.53
2018-09-29,20.7,18.5,22.3,3,2.884,0.13,1.261,6.5,0.097,0.372,2.09,0.673,0.749
2018-09-30,21.9,20.2,25.2,0,2.844,0.093,0.749,6.807,0.175,0.725,3.467,0.769,0.56
2018-10-01,21.3,19.7,23.5,0,2.599,0.074,0.636,5.183,0.11,0.464,2.874,0.626,0.584
2018-10-02,20.7,17.6,23.6,0,2.501,0.05,0.577,4.747,0.119,0.559,2.99,0.639,0.592
2018-10-03,19.2,16.5,22.3,0,2.597,0.095,0.573,5.873,0.141,0.666,3.484,0.709,0.569
2018-10-04,20.4,17.8,21.9,3.4,2.403,0.099,0.719,4.665,0.091,0.444,2.126,0.605,0.578
2018-10-05,21.6,20.6,24.5,310,1.9,0.145,0.866,2.803,0.013,0.084,0.487,0.459,0.305
2018-10-06,21.1,19.6,24.7,27.4,2.325,0.144,0.808,4.295,0.096,0.236,1.784,0.434,0.469
2018-10-07,20.6,17.9,23.9,0,2.995,0.097,0.732,6.394,0.121,0.788,3.818,0.738,0.612
2018-10-08,19.2,16.6,22.3,0,3.219,0.101,0.759,6.48,0.144,0.843,3.781,0.77,0.536
2018-10-09,20.3,17.5,22.3,0,3.126,0.107,0.855,6.934,0.185,0.714,3.76,0.836,0.711
2018-10-10,18.3,16.3,20.5,0,2.701,0.07,0.619,4.959,0.118,0.459,2.702,0.658,0.536
2018-10-11,16.3,15.1,18.5,0,2.771,0.048,0.572,4.904,0.111,0.543,2.895,0.572,0.487
2018-10-12,15.6,13.2,18,0,3.077,0.068,0.571,5.172,0.133,0.649,3.008,0.624,0.559
2018-10-13,15.4,11.8,19,0,3.427,0.093,0.704,6.774,0.161,0.815,3.735,0.714,0.617
2018-10-14,17.6,13.2,20.4,0,3.334,0.103,0.68,6.353,0.198,0.859,3.656,0.743,0.633
2018-10-15,18.7,16.2,20.6,0,2.644,0.062,0.492,4.953,0.118,0.517,3.098,0.628,0.581
2018-10-16,16.1,14,19.3,3.2,2.521,0.078,0.813,4.662,0.074,0.473,2.11,0.527,0.52
2018-10-17,16.8,13.1,20.6,0,2.351,0.043,0.438,4.175,0.119,0.55,2.608,0.524,0.497
2018-10-18,16.6,15.2,19.3,0,2.627,0.042,0.531,4.587,0.113,0.597,2.628,0.522,0.447
2018-10-19,16.1,12.9,19.5,0,3.276,0.063,0.555,5.403,0.135,0.767,3.102,0.627,0.553
2018-10-20,16.3,12.5,20.5,0,3.592,0.074,0.733,7.087,0.204,0.945,3.982,0.742,0.619
2018-10-21,17.1,13.7,20.7,0,3.283,0.069,0.741,6.617,0.183,0.824,3.729,0.735,0.575
2018-10-22,17.4,14.5,20.6,0.3,2.336,0.038,0.542,4.724,0.099,0.559,2.553,0.531,0.567
2018-10-23,18.5,16.4,21.9,0,2.046,0.041,0.505,3.978,0.102,0.591,2.505,0.482,0.42
2018-10-24,16.8,13.8,19.7,0,1.98,0.045,0.443,3.628,0.126,0.492,2.35,0.474,0.452
2018-10-25,17.4,11.6,22.8,0,2.176,0.066,0.388,3.854,0.131,0.533,2.415,0.43,0.404
2018-10-26,18.5,16.3,21.8,2.7,2.815,0.126,0.88,4.881,0.097,0.459,2.152,0.558,0.49
