year,avgTemp,minTemp,maxTemp,rainFall,avgVisitor,ID,10000Visitor
2020-04-24,13.1,9.1,16.8,0,117064,20200424,11.7064
2020-04-25,18.3,10.2,23,0,106120,20200425,10.612
2020-04-26,14.2,11.1,18.9,0,107401,20200426,10.7401
2020-04-27,14.3,11,17.7,0,105784,20200427,10.5784
2020-04-28,15.2,10.4,19.7,0,108388,20200428,10.8388
2020-04-29,15.9,13,20,0,123154,20200429,12.3154
2020-04-30,19,12.5,24.8,0,145992,20200430,14.5992
2020-05-01,20.5,17.4,24.6,0,136787,20200501,13.6787
2020-05-02,19.2,16.4,21.9,3.2,140312,20200502,14.0312
2020-05-03,19.2,16,23.6,0.9,129752,20200503,12.9752
2020-05-04,18.5,15.5,23.7,0,110736,20200504,11.0736
2020-05-05,17.6,14.2,24.6,0,97632,20200505,9.7632
2020-05-06,19.5,15.9,24.5,0,85992,20200506,8.5992
2020-05-07,17.8,14.8,22.9,0,83408,20200507,8.3408
2020-05-08,20.9,15.5,26.5,0.2,85564,20200508,8.5564
2020-05-09,21.3,15.5,27.7,3.4,87304,20200509,8.7304
2020-05-10,16,15,18.1,0,95042,20200510,9.5042
2020-05-11,17.3,14.6,23.2,0,100012,20200511,10.0012
2020-05-12,18.5,14.9,25.1,0,103243,20200512,10.3243
2020-05-13,17,13.2,20.4,0,103428,20200513,10.3428
2020-05-14,20.2,15.2,25.8,0,102578,20200514,10.2578
2020-05-15,22.1,19,27.1,2.9,100471,20200515,10.0471
2020-05-16,16.6,14,19.1,5.3,102865,20200516,10.2865
2020-05-17,17,13.6,21.9,0,105448,20200517,10.5448
2020-05-18,19.2,15.9,29.5,0.4,104146,20200518,10.4146
2020-05-19,17.2,14.4,21.1,0,104895,20200519,10.4895
2020-05-20,16.6,13.8,20.6,0,129482,20200520,12.9482
2020-05-21,18.8,14.5,24.6,0,119424,20200521,11.9424
2020-05-22,19.1,16.3,23.9,0,121152,20200522,12.1152
2020-05-23,19.6,16.1,22.4,0,125314,20200523,12.5314
2020-05-24,20.4,17.9,26.1,0,125566,20200524,12.5566
2020-05-25,17.7,16.4,20.6,0,120460,20200525,12.046
2020-05-26,18.4,16.5,21.1,0,118660,20200526,11.866
2020-05-27,18.2,16,21.1,0,119637,20200527,11.9637
2020-05-28,19.7,15.9,25,0,124086,20200528,12.4086
2020-05-29,18.5,14.7,20.5,0,127866,20200529,12.7866
2020-05-30,20,17.8,23.6,0.6,130144,20200530,13.0144
2020-05-31,19.7,17.1,23.6,3.7,128720,20200531,12.872
2020-06-01,18.7,16.7,21.7,0.4,99673,20200601,9.9673
2020-06-02,18.6,15,22.5,0,98042,20200602,9.8042
2020-06-03,20.5,18.1,24.7,0,98178,20200603,9.8178
2020-06-04,21.2,18.7,25.3,0,108714,20200604,10.8714
2020-06-05,19.9,17.4,24.2,0,113572,20200605,11.3572
2020-06-06,21.2,19.2,26.5,0,122006,20200606,12.2006
2020-06-07,21.3,18.5,23.9,0,121716,20200607,12.1716
2020-06-08,23.4,18.6,29.7,0,135478,20200608,13.5478
2020-06-09,26.7,22.2,30.1,0,112777,20200609,11.2777
2020-06-10,24.7,22.7,28.9,0.4,105774,20200610,10.5774
2020-06-11,24.5,21.6,28.9,0,107440,20200611,10.744
2020-06-12,22.7,21.1,24.2,1.1,111783,20200612,11.1783
2020-06-13,25.6,22.8,29.6,24.3,113606,20200613,11.3606
2020-06-14,24.2,20.8,27.7,26,114366,20200614,11.4366
2020-06-15,22.2,20.2,25,0,114394,20200615,11.4394
2020-06-16,23.3,21.4,26.9,0,111594,20200616,11.1594
2020-06-17,20.9,18.3,23.2,30.9,110201,20200617,11.0201
2020-06-18,19.5,18.3,22.5,49.3,112805,20200618,11.2805
2020-06-19,19.9,18.3,22.6,11.4,125321,20200619,12.5321
2020-06-20,21.9,19.7,24.9,0,134967,20200620,13.4967
2020-06-21,21.8,20.1,24.3,0,138194,20200621,13.8194
2020-06-22,22.7,20.1,28.9,0,134460,20200622,13.446
2020-06-23,25.6,20,30.9,0,151025,20200623,15.1025
2020-06-24,24.9,21.9,27.1,38.3,126018,20200624,12.6018
2020-06-25,22.9,21.6,24.9,14.2,147392,20200625,14.7392
2020-06-26,22.9,20.7,25.4,0,135863,20200626,13.5863
2020-06-27,23.1,20.8,26.8,0.1,137546,20200627,13.7546
2020-06-28,23.5,20.5,28.7,0,135594,20200628,13.5594
2020-06-29,23.2,19.1,27.6,25.1,126980,20200629,12.698
2020-06-30,21.8,20,24,0,125258,20200630,12.5258
2020-07-01,22.6,19.7,26.8,0,105840,20200701,10.584
2020-07-02,23,20.2,25.2,0,155659,20200702,15.5659
2020-07-03,21.4,19.7,23.8,17,131236,20200703,13.1236
2020-07-04,20.2,19.5,21.7,0.4,136398,20200704,13.6398
2020-07-05,21.2,19.2,24.2,0,133518,20200705,13.3518
2020-07-06,22.5,20.7,26.1,15.7,128996,20200706,12.8996
2020-07-07,22.5,21.2,25.5,35.1,128062,20200707,12.8062
2020-07-08,22.3,20,25.6,0,131940,20200708,13.194
2020-07-09,23.2,20.9,27.6,2,154528,20200709,15.4528
2020-07-10,25.6,21.9,29.8,16.4,147346,20200710,14.7346
2020-07-11,23.3,22.5,25.8,0,145100,20200711,14.51
2020-07-12,24.6,22.6,26.5,4.3,142814,20200712,14.2814
2020-07-13,25.6,22.6,30.6,1.5,144546,20200713,14.4546
2020-07-14,21.6,19.8,23.6,0.5,147130,20200714,14.713
2020-07-15,21.6,20.2,24.6,0,177044,20200715,17.7044
2020-07-16,22.2,20.2,24.5,0.4,158210,20200716,15.821
2020-07-17,23.1,20.1,25.8,0,159092,20200717,15.9092
2020-07-18,24.2,20.7,26.7,0.2,155502,20200718,15.5502
2020-07-19,29.1,23,34.3,0,151928,20200719,15.1928
2020-07-20,26.4,22.8,29.9,1.2,167783,20200720,16.7783
2020-07-21,24.6,22.6,27.2,4.4,150196,20200721,15.0196
2020-07-22,26.8,23.8,30.4,0,148624,20200722,14.8624
2020-07-23,26.5,23.6,30.5,9.2,148054,20200723,14.8054
2020-07-24,23,21.3,25.1,2.4,148886,20200724,14.8886
2020-07-25,23.7,21.2,26.6,0,153002,20200725,15.3002
2020-07-26,23.4,20.7,25.5,0,151176,20200726,15.1176
2020-07-27,24.8,22.6,27.9,71.5,161665,20200727,16.1665
2020-07-28,28.7,25.1,33.8,2,151176,20200728,15.1176
2020-07-29,27.9,25.7,30.9,0.5,152226,20200729,15.2226
2020-07-30,27.8,25.4,31,0,159173,20200730,15.9173
2020-07-31,26.9,25.1,29.5,0,173744,20200731,17.3744
2020-08-01,28.2,25.5,30.7,0,152156,20200801,15.2156
2020-08-02,29.3,26.7,34,0,161662,20200802,16.1662
2020-08-03,28.8,26.7,32.5,0,162953,20200803,16.2953
2020-08-04,30.2,27.1,34.9,0,167688,20200804,16.7688
2020-08-05,30.3,26.4,34.1,9.7,167776,20200805,16.7776
2020-08-06,30.2,27.9,32.7,0,169141,20200806,16.9141
2020-08-07,30.6,27.8,32.7,0,172630,20200807,17.263
2020-08-08,30.9,29.7,32.7,0,197911,20200808,19.7911
2020-08-09,30.4,28,33.9,0,172697,20200809,17.2697
2020-08-10,29.4,26.6,32.3,4.2,159604,20200810,15.9604
2020-08-11,30.4,27.6,33.6,2,162421,20200811,16.2421
2020-08-12,31,28.2,34.5,0,167430,20200812,16.743
2020-08-13,31.3,28.2,36.1,0,174010,20200813,17.401
2020-08-14,32.2,27.6,36.3,0,185098,20200814,18.5098
2020-08-15,31.1,27.8,36.3,0,197116,20200815,19.7116
2020-08-16,29.9,27.5,32.7,0,196578,20200816,19.6578
2020-08-17,29.4,27,32.3,0,186543,20200817,18.6543
2020-08-18,29,26.8,30.8,0,178608,20200818,17.8608
2020-08-19,28.3,26,31.2,0,175749,20200819,17.5749
2020-08-20,28.2,26,31.3,0,172963,20200820,17.2963
2020-08-21,28,25.4,30.3,0,175098,20200821,17.5098
2020-08-22,27.4,24.3,33.3,2.8,171798,20200822,17.1798
2020-08-23,28.3,24.8,31.2,0,168452,20200823,16.8452
2020-08-24,30,26.2,35.1,0,159446,20200824,15.9446
2020-08-25,29.8,27.7,33.6,2.9,143118,20200825,14.3118
2020-08-26,28.4,25.4,29.8,114.3,105858,20200826,10.5858
2020-08-27,28.7,27.2,30.8,0.7,162046,20200827,16.2046
2020-08-28,28.4,26.4,32.6,2.3,150745,20200828,15.0745
2020-08-29,28.4,26.3,31.3,1.5,133732,20200829,13.3732
2020-08-30,28.1,26.1,31.4,0,132388,20200830,13.2388
2020-08-31,27.8,25.9,31.6,0,124600,20200831,12.46
2020-09-01,26.8,25.6,28,0.1,87342,20200901,8.7342
2020-09-02,25.1,23.1,27.9,183.6,69790,20200902,6.979
2020-09-03,25.2,23.2,28.7,0.3,93786,20200903,9.3786
2020-09-04,25.5,21.5,29.3,0,94070,20200904,9.407
2020-09-05,21.9,19.3,24.1,7.6,93611,20200905,9.3611
2020-09-06,21.7,20.5,23.1,71.7,106530,20200906,10.653
2020-09-07,23,20.7,26.3,79.8,85036,20200907,8.5036
2020-09-08,26.7,22.4,30.7,0,96624,20200908,9.6624
2020-09-09,25.8,24.4,28.7,0,104366,20200909,10.4366
2020-09-10,24.5,22.7,26.6,0,139041,20200910,13.9041
2020-09-11,23.5,21.8,26,0.6,117691,20200911,11.7691
2020-09-12,23.1,21.6,25.5,0,121208,20200912,12.1208
2020-09-13,23,21.7,26.1,5.2,119987,20200913,11.9987
2020-09-14,23.3,21.8,25.9,0,120180,20200914,12.018
2020-09-15,23.7,21,25.8,0,115395,20200915,11.5395
2020-09-16,23.5,21.5,28.3,6.1,113292,20200916,11.3292
2020-09-17,21.2,19.3,23.3,26.6,114723,20200917,11.4723
2020-09-18,20.5,17.8,23.1,11.3,123736,20200918,12.3736
2020-09-19,21.2,16.8,25.6,0,129524,20200919,12.9524
2020-09-20,22,18,25.6,0,129714,20200920,12.9714
2020-09-21,21.5,18.5,25,0,125912,20200921,12.5912
2020-09-22,21.2,19.5,22.6,0,121614,20200922,12.1614
2020-09-23,20.9,20.1,21.7,1.3,120018,20200923,12.0018
2020-09-24,21.3,20.6,22.7,0,144120,20200924,14.412
2020-09-25,22.5,20.1,25.3,0.6,135128,20200925,13.5128
2020-09-26,22.1,20.5,25.8,0,134446,20200926,13.4446
2020-09-27,21.4,19,24.1,5.7,135118,20200927,13.5118
2020-09-28,20.9,19.3,23.4,0,134424,20200928,13.4424
2020-09-29,21.2,18.1,23.8,0,140234,20200929,14.0234
2020-09-30,21.9,19,24.9,0,155648,20200930,15.5648
2020-10-01,21.5,19.4,24.1,0,152712,20201001,15.2712
2020-10-02,21.7,17.6,25.5,0,159442,20201002,15.9442
2020-10-03,22.5,20.2,25.3,0,144844,20201003,14.4844
2020-10-04,21.4,19.5,23.5,1.1,118713,20201004,11.8713
2020-10-05,18.4,16.8,21.1,0,101706,20201005,10.1706
2020-10-06,18.6,17.1,20.4,0,97926,20201006,9.7926
2020-10-07,20.5,17,22.2,0,103632,20201007,10.3632
2020-10-08,20.3,19.1,22.5,0,119378,20201008,11.9378
2020-10-09,20.1,18.6,21.5,0,136546,20201009,13.6546
2020-10-10,20.3,18.9,22.4,0,141180,20201010,14.118
2020-10-11,20.4,18.9,23.3,0,137932,20201011,13.7932
2020-10-12,20.4,18,23.5,0,128268,20201012,12.8268
2020-10-13,18.4,16.1,21,0,127040,20201013,12.704
2020-10-14,19.1,15.7,21.7,0,131131,20201014,13.1131
2020-10-15,17.9,15.6,20.3,0,136192,20201015,13.6192
2020-10-16,17.2,14.4,20,4,142835,20201016,14.2835
2020-10-17,17.5,13.7,20.7,0,149922,20201017,14.9922
2020-10-18,17.7,15.6,20.9,0,150724,20201018,15.0724
2020-10-19,17.7,14.2,21.1,0,126564,20201019,12.6564
2020-10-20,18.7,15.6,22.2,0,146346,20201020,14.6346
2020-10-21,18.3,16.3,22.2,46.4,129597,20201021,12.9597
2020-10-22,17.5,15.4,20.5,2.2,133248,20201022,13.3248
2020-10-23,15.2,14.3,16.7,0,199647,20201023,19.9647
2020-10-24,15.4,14,17.6,0,210483,20201024,21.0483
2020-10-25,16.3,13.2,19.9,0,204840,20201025,20.484
2020-10-26,15.6,12.1,20.8,0,167400,20201026,16.74
2020-10-27,16.5,12.5,20.3,0,165062,20201027,16.5062
2020-10-28,17.4,15.5,20,0,165580,20201028,16.558
2020-10-29,15.8,12.8,18.7,0,172598,20201029,17.2598
2020-10-30,16.1,13.7,18.5,0,179050,20201030,17.905
2020-10-31,16.5,14.3,19.6,0,180102,20201031,18.0102
2020-11-01,18.1,13.7,22.3,1,142340,20201101,14.234
2020-11-02,15.7,12.8,18.5,5.4,133868,20201102,13.3868
2020-11-03,13.1,11.8,16,0,132938,20201103,13.2938
2020-11-04,12,9.2,15.1,0,135865,20201104,13.5865
2020-11-05,14,8.2,17.9,0,140590,20201105,14.059
2020-11-06,17.8,13.8,21.7,0,146198,20201106,14.6198
2020-11-07,17.6,14.5,21,0,152925,20201107,15.2925
2020-11-08,14.6,11.5,19.2,0,151968,20201108,15.1968
2020-11-09,12,10.1,14.5,0,145320,20201109,14.532
2020-11-10,13,9.2,17.2,0,143025,20201110,14.3025
2020-11-11,12.4,8.6,15.9,0,146542,20201111,14.6542
2020-11-12,14.4,11.6,17.9,0,159300,20201112,15.93
2020-11-13,14.4,10.6,18.7,0,165315,20201113,16.5315
2020-11-14,15.8,12,19.4,0,166248,20201114,16.6248
2020-11-15,16.6,13.3,19.7,0,161268,20201115,16.1268
2020-11-16,16.8,14.5,19.4,1.4,153650,20201116,15.365
2020-11-17,21,16.3,26.7,0,155570,20201117,15.557
2020-11-18,22.4,18.5,25.9,0,151642,20201118,15.1642
2020-11-19,20.4,15.6,25.8,12.2,147638,20201119,14.7638
2020-11-20,12.9,10.9,15.6,0,154995,20201120,15.4995
2020-11-21,13.7,8.7,16.4,0,157135,20201121,15.7135
2020-11-22,13.2,11.3,15.6,4.2,150278,20201122,15.0278
2020-11-23,10,9.2,11.2,0,144378,20201123,14.4378
2020-11-24,10.5,8.7,12.9,0,141265,20201124,14.1265
2020-11-25,12.1,9.6,14.7,0,140160,20201125,14.016
2020-11-26,11.8,9.4,14.1,3.8,139568,20201126,13.9568
2020-11-27,11,9.1,12.9,0,140310,20201127,14.031
2020-11-28,8.6,7.9,9.4,0,138832,20201128,13.8832
2020-11-29,9.2,7.6,12,0,133010,20201129,13.301
2020-11-30,8.7,7.8,10.1,0.2,171444,20201130,17.1444
2020-12-01,7.8,6.1,10.3,0,104324,20201201,10.4324
2020-12-02,9.3,6,12.4,0,105606,20201202,10.5606
2020-12-03,8.2,5.8,10.5,0,110400,20201203,11.04
2020-12-04,7.8,6.8,9.4,0,115227,20201204,11.5227
2020-12-05,8.8,6,12.3,0,119098,20201205,11.9098
2020-12-06,8.3,5.3,11.7,0,119175,20201206,11.9175
2020-12-07,10.1,6.3,13.1,0,111758,20201207,11.1758
2020-12-08,8.2,6.8,10.3,0,108472,20201208,10.8472
2020-12-09,7.7,4.2,10.6,0,109312,20201209,10.9312
2020-12-10,10.3,7.6,12.4,0,114373,20201210,11.4373
2020-12-11,11.1,8.9,12.5,0,121184,20201211,12.1184
2020-12-12,9.7,6.5,11.5,0,125758,20201212,12.5758
2020-12-13,8.7,5.7,14.6,0,126172,20201213,12.6172
2020-12-14,3.2,1.7,5.9,0.1,118909,20201214,11.8909
2020-12-15,3,2,4.3,0,115504,20201215,11.5504
2020-12-16,3.9,3,5.3,1.5,114842,20201216,11.4842
2020-12-17,5.7,3.8,7.2,0,118780,20201217,11.878
2020-12-18,7.7,6.1,10.8,0,116974,20201218,11.6974
2020-12-19,4.4,2.8,6.3,0,114849,20201219,11.4849
2020-12-20,6.8,3.6,7.9,0,110750,20201220,11.075
2020-12-21,7.9,6.4,10.2,0,107597,20201221,10.7597
2020-12-22,8.9,6,13.1,0,106432,20201222,10.6432
2020-12-23,10.1,4.5,15,0,110012,20201223,11.0012
2020-12-24,10.5,8,13.5,0,116540,20201224,11.654
2020-12-25,6.8,4.8,10,0,120169,20201225,12.0169
2020-12-26,7.4,3.8,10.6,0,119984,20201226,11.9984
2020-12-27,10.1,8.1,11.5,14.4,112665,20201227,11.2665
2020-12-28,11.4,8.3,14.5,0,107485,20201228,10.7485
2020-12-29,9.6,3,14.6,5.4,105574,20201229,10.5574
2020-12-30,0.9,-1.4,4.3,4.3,99718,20201230,9.9718
2020-12-31,2.9,-0.3,4.6,3.8,110439,20201231,11.0439
2021-01-01,5.5,4,7.2,0,85340,20210101,8.534
2021-01-02,5.9,2.8,8.4,0,89464,20210102,8.9464
2021-01-03,4.5,2.7,6.3,0,82579,20210103,8.2579
2021-01-04,5.9,2.2,9.2,0,76111,20210104,7.6111
2021-01-05,5.6,2.6,9,0,73574,20210105,7.3574
2021-01-06,4,1.7,5.6,0.6,74298,20210106,7.4298
2021-01-07,-1.1,-3.1,4.4,7.9,61400,20210107,6.14
2021-01-08,-1.1,-2.7,1,6.1,59682,20210108,5.9682
2021-01-09,1.2,-2.1,3.1,0.9,70196,20210109,7.0196
2021-01-10,3.6,0.8,5.1,0,72674,20210110,7.2674
2021-01-11,3.4,1.5,5.1,10.8,79510,20210111,7.951
2021-01-12,4.7,2.6,6.4,1.2,84539,20210112,8.4539
2021-01-13,10,5.2,13.6,0,90674,20210113,9.0674
2021-01-14,10.8,7.9,15.4,0,96243,20210114,9.6243
2021-01-15,12.1,7.7,18.2,0,102322,20210115,10.2322
2021-01-16,5.1,2.8,8.6,0,105298,20210116,10.5298
2021-01-17,3.1,1.2,4.4,2,105707,20210117,10.5707
2021-01-18,6.6,3.1,9.9,0,106995,20210118,10.6995
2021-01-19,4,2,6.3,0,108734,20210119,10.8734
2021-01-20,9.2,3.8,15.9,0,109498,20210120,10.9498
2021-01-21,12.6,7.3,17.9,0.5,111514,20210121,11.1514
2021-01-22,12.7,11.5,14.5,8.2,115472,20210122,11.5472
2021-01-23,12.5,11.1,13.5,57.8,117397,20210123,11.7397
2021-01-24,11.8,10.4,13.6,0.2,121754,20210124,12.1754
2021-01-25,12.6,11.3,15.3,0,120743,20210125,12.0743
2021-01-26,10.4,8.8,12.8,19.7,119840,20210126,11.984
2021-01-27,7.6,5.8,10,0,123484,20210127,12.3484
2021-01-28,6.2,0.4,10.6,0.5,124712,20210128,12.4712
2021-01-29,2.5,0.3,5.3,0.2,132212,20210129,13.2212
2021-01-30,7.8,2.2,11.7,0,134964,20210130,13.4964
2021-01-31,10.7,5.6,14.9,0,133108,20210131,13.3108
2021-02-01,11.6,9.8,15.8,22.4,96946,20210201,9.6946
2021-02-02,4.2,2.9,10,0,98105,20210202,9.8105
2021-02-03,5.8,3.6,8.6,0,102400,20210203,10.24
2021-02-04,6.4,3.6,9.5,0.1,105777,20210204,10.5777
2021-02-05,7.1,2.2,9.9,0,112938,20210205,11.2938
2021-02-06,10.6,7.5,14.6,0,119108,20210206,11.9108
2021-02-07,11,7.5,15.1,0,120600,20210207,12.06
2021-02-08,4.1,2.3,7.5,0,116308,20210208,11.6308
2021-02-09,4.8,2.9,7.8,0,116196,20210209,11.6196
2021-02-10,7,3.1,10.9,0,130722,20210210,13.0722
2021-02-11,9.7,6,13,0,149782,20210211,14.9782
2021-02-12,12.2,10.2,14.1,0,165442,20210212,16.5442
2021-02-13,13,10.1,16.3,0,164486,20210213,16.4486
2021-02-14,13.3,10.8,16,2.4,148194,20210214,14.8194
2021-02-15,7.5,3.5,12.4,0,133382,20210215,13.3382
2021-02-16,5.7,3.3,9.1,0,132699,20210216,13.2699
2021-02-17,1.3,-1.2,3.8,0.9,129658,20210217,12.9658
2021-02-18,2.5,-1,3.8,1.9,134897,20210218,13.4897
2021-02-19,8.5,2.8,13.4,0,147928,20210219,14.7928
2021-02-20,15.6,11.7,17.7,0,154910,20210220,15.491
2021-02-21,18.9,16.4,23.7,0,158336,20210221,15.8336
2021-02-22,15.3,8.7,23.4,0,158624,20210222,15.8624
2021-02-23,7.5,5,10.6,0,157280,20210223,15.728
2021-02-24,9.9,5.2,13.2,0,157213,20210224,15.7213
2021-02-25,11.6,9.8,15.2,19.6,155372,20210225,15.5372
2021-02-26,11.2,9.8,13,5.4,157745,20210226,15.7745
2021-02-27,11.4,10.8,12.6,0,170114,20210227,17.0114
2021-02-28,14.4,11.3,17.1,0.1,171510,20210228,17.151
2021-03-01,15.5,7.8,21.9,11.2,132307,20210301,13.2307
2021-03-02,7.5,6.2,9.8,0,122059,20210302,12.2059
2021-03-03,9.2,4.8,12.8,0,114107,20210303,11.4107
2021-03-04,10.9,9.2,12,26.9,115300,20210304,11.53
2021-03-05,11.9,10.7,14.2,0.1,126168,20210305,12.6168
2021-03-06,11.3,9.2,14.2,0,132920,20210306,13.292
2021-03-07,10.1,9.1,11.1,0,135947,20210307,13.5947
2021-03-08,10.4,8.7,12.7,0,135048,20210308,13.5048
2021-03-09,10.6,7.9,13.5,0,133917,20210309,13.3917
2021-03-10,11.5,7,16.5,0,135692,20210310,13.5692
2021-03-11,14.1,10.9,19,7.6,139506,20210311,13.9506
2021-03-12,11.3,10.3,13.4,14.2,147056,20210312,14.7056
2021-03-13,11.7,9.4,14.7,0,158403,20210313,15.8403
2021-03-14,11.4,8.5,15.2,0,161679,20210314,16.1679
2021-03-15,13.9,7.9,19.2,0,157294,20210315,15.7294
2021-03-16,12.6,7.9,19.1,3.1,150955,20210316,15.0955
2021-03-17,11.3,6.3,15.7,0,149614,20210317,14.9614
2021-03-18,13.7,10.8,17.1,0,152862,20210318,15.2862
2021-03-19,14.2,12.9,16.2,6.2,161766,20210319,16.1766
2021-03-20,12.8,9.6,15.7,7.6,168178,20210320,16.8178
2021-03-21,9.2,7.3,12.5,0,173936,20210321,17.3936
2021-03-22,9.8,6.4,12.8,0,174752,20210322,17.4752
2021-03-23,12.3,9,16.5,0,173012,20210323,17.3012
2021-03-24,13.3,8.8,17.3,0,175942,20210324,17.5942
2021-03-25,14.1,11.6,17.7,0,184205,20210325,18.4205
2021-03-26,14.6,9.7,21.2,0,189651,20210326,18.9651
2021-03-27,17.5,12.2,21.5,4.2,186823,20210327,18.6823
2021-03-28,14.5,12.7,17.5,0,185188,20210328,18.5188
2021-03-29,15.2,12,17.8,0,177758,20210329,17.7758
2021-03-30,14.3,11.4,19.1,0,169491,20210330,16.9491
2021-03-31,16.2,12.1,20.6,0,167426,20210331,16.7426
2021-04-01,15.2,13.8,17.5,8.8,130823,20210401,13.0823
2021-04-02,17.2,13.8,19.9,9.8,141771,20210402,14.1771
2021-04-03,18,13,22.8,0,149919,20210403,14.9919
2021-04-04,11.4,10.8,13.2,5.2,152730,20210404,15.273
2021-04-05,12.6,10.6,14.6,4.1,148768,20210405,14.8768
2021-04-06,13.9,11.3,17.4,0,149240,20210406,14.924
2021-04-07,14.8,11.2,18.3,0,152548,20210407,15.2548
2021-04-08,14.4,11.2,18.6,0,161448,20210408,16.1448
2021-04-09,13.8,9.7,17.5,0,170496,20210409,17.0496
2021-04-10,14,11.4,17.5,0,177230,20210410,17.723
2021-04-11,16.6,12.2,21.5,0,175742,20210411,17.5742
2021-04-12,16.5,14.3,19.9,16.9,157902,20210412,15.7902
2021-04-13,11.8,8.5,14.4,0,153426,20210413,15.3426
2021-04-14,11,8.2,14.9,0,157276,20210414,15.7276
2021-04-15,13.1,8.6,17.9,0,171444,20210415,17.1444
2021-04-16,15.1,11.1,19.7,0,180744,20210416,18.0744
2021-04-17,13.7,11.3,16.3,0,188678,20210417,18.8678
2021-04-18,13,11.1,16.5,0,187800,20210418,18.78
2021-04-19,14.5,9.9,19.1,0,180173,20210419,18.0173
2021-04-20,14.8,10.3,18.5,0,169862,20210420,16.9862
2021-04-21,17.5,12.3,22.8,0,166358,20210421,16.6358
2021-04-22,21,16.8,25.9,0,173285,20210422,17.3285
2021-04-23,19.3,16.5,25,0,181220,20210423,18.122
2021-04-24,17.5,15.9,21.9,0,190918,20210424,19.0918
2021-04-25,16.9,14.7,20.7,0,193697,20210425,19.3697
2021-04-26,16.5,13.5,20.9,0,184118,20210426,18.4118
2021-04-27,17.1,14,21.5,0.8,173428,20210427,17.3428
2021-04-28,17,14.9,19.5,0,169477,20210428,16.9477
2021-04-29,18.8,14.7,23.3,0,175483,20210429,17.5483
2021-04-30,16.3,11.3,19.9,13.2,183281,20210430,18.3281
2021-05-01,13.3,11.5,16.3,10.1,165700,20210501,16.57
2021-05-02,13.8,10.9,16.7,0,168662,20210502,16.8662
2021-05-03,15,9.4,18.9,0,156062,20210503,15.6062
2021-05-04,19,15.1,23.1,12.8,146506,20210504,14.6506
2021-05-05,17.1,12.9,22.6,0,166380,20210505,16.638
2021-05-06,18.4,13.1,23.4,0,162050,20210506,16.205
2021-05-07,19.5,14.4,26.6,0,167766,20210507,16.7766
2021-05-08,18.3,12.7,25.3,0,172774,20210508,17.2774
2021-05-09,18.9,14.9,23.9,0,168196,20210509,16.8196
2021-05-10,20.3,17.3,23.4,0,160122,20210510,16.0122
2021-05-11,18.6,17.4,20.6,0.4,154242,20210511,15.4242
2021-05-12,18.3,16.1,21,0.6,155978,20210512,15.5978
2021-05-13,19.6,17.7,22.2,0,164980,20210513,16.498
2021-05-14,21.5,17.9,26.5,0,170076,20210514,17.0076
2021-05-15,23.7,19.6,30.9,6.1,177562,20210515,17.7562
2021-05-16,23.5,17.4,28.5,22.5,173834,20210516,17.3834
2021-05-17,16.7,15.7,18.8,2.4,166394,20210517,16.6394
2021-05-18,18.6,15.3,22.9,0,169690,20210518,16.969
2021-05-19,19.7,17.2,21.8,0,178560,20210519,17.856
2021-05-20,18.3,15.9,23.4,24.4,174142,20210520,17.4142
2021-05-21,18.2,16.1,21.9,0,182833,20210521,18.2833
2021-05-22,19,17.2,22,0,193781,20210522,19.3781
2021-05-23,19.8,17.3,23.3,0,187698,20210523,18.7698
2021-05-24,19.4,16.1,23.2,3,176522,20210524,17.6522
2021-05-25,20.2,16.1,25,0,170128,20210525,17.0128
2021-05-26,18.8,15.3,25.4,15.6,169032,20210526,16.9032
2021-05-27,19.1,15.5,24,2.8,177030,20210527,17.703
2021-05-28,20.7,16.4,29.2,0,185514,20210528,18.5514
2021-05-29,19.7,16.5,23.8,0,192594,20210529,19.2594
2021-05-30,21.4,16.6,27.7,0,190141,20210530,19.0141
2021-05-31,22,19.2,27.5,0,174982,20210531,17.4982
