ID,avgVisitor
2020-03-05,10.44450201
2020-03-06,11.067354
2020-03-07,11.56937493
2020-03-08,11.38051184
2020-03-09,10.57797675
2020-03-10,9.897581556
2020-03-11,10.4066132
2020-03-12,10.87359528
2020-03-13,11.60073471
2020-03-14,11.59846721
2020-03-15,11.39371317
2020-03-16,10.50288694
2020-03-17,10.70732895
2020-03-18,11.12106755
2020-03-19,11.36581472
2020-03-20,11.75474626
2020-03-21,12.53066769
2020-03-22,11.73326407
2020-03-23,11.03581061
2020-03-24,10.66245058
2020-03-25,11.17489972
2020-03-26,11.32923856
2020-03-27,11.38378024
2020-03-28,11.35471916
2020-03-29,11.07201519
2020-03-30,10.72479434
2020-03-31,10.31932063
2020-04-01,10.13697534
2020-04-02,10.53470734
2020-04-03,11.04347694
2020-04-04,11.05119807
2020-04-05,10.35975052
2020-04-06,9.895996307
2020-04-07,9.766844063
2020-04-08,9.87955479
2020-04-09,10.15787001
2020-04-10,10.72614796
2020-04-11,10.43278748
2020-04-12,9.7654283
2020-04-13,9.874324334
2020-04-14,9.708932581
2020-04-15,9.953891329
2020-04-16,10.58727984
2020-04-17,11.03728365
2020-04-18,11.16669842
2020-04-19,10.49164734
2020-04-20,10.37509916
2020-04-21,10.03920187
2020-04-22,10.14367352
2020-04-23,10.61620432
2020-04-24,11.3939329
2020-04-25,12.24970068
2020-04-26,11.40408767
2020-04-27,10.98664568
2020-04-28,10.77085243
2020-04-29,11.08709627
2020-04-30,11.78434197
2020-05-01,12.49300271
2020-05-02,12.58892094
2020-05-03,12.12391752
2020-05-04,11.51037583
2020-05-05,11.01129292
2020-05-06,11.43538365
2020-05-07,11.58667608
2020-05-08,12.36415549
2020-05-09,12.52810603
2020-05-10,11.61488781
2020-05-11,11.08449491
2020-05-12,10.80713585
2020-05-13,10.88481768
2020-05-14,11.49250915
2020-05-15,12.1064921
2020-05-16,11.75677217
2020-05-17,11.34023664
2020-05-18,10.87383741
2020-05-19,10.48302934
2020-05-20,10.6068478
2020-05-21,11.16584142
2020-05-22,11.7234213
2020-05-23,12.08915772
2020-05-24,11.65055061
2020-05-25,10.93848744
2020-05-26,10.71226856
2020-05-27,10.9207282
2020-05-28,11.42995679
2020-05-29,11.93066689
2020-05-30,12.31343642
2020-05-31,11.79928232
2020-06-01,11.29008753
2020-06-02,10.96789676
2020-06-03,11.38736109
2020-06-04,11.86477936
2020-06-05,12.24831848
2020-06-06,12.62185282
2020-06-07,12.26221118
2020-06-08,11.88202266
2020-06-09,11.97365716
2020-06-10,11.9266134
2020-06-11,12.28126843
2020-06-12,12.64017201
2020-06-13,12.71020656
2020-06-14,12.07996347
2020-06-15,11.81379431
2020-06-16,11.56269853
2020-06-17,10.99221617
2020-06-18,10.86163836
2020-06-19,12.08669516
2020-06-20,12.74277171
2020-06-21,12.29136626
2020-06-22,11.78352108
2020-06-23,11.80716709
2020-06-24,11.35041293
2020-06-25,11.97043622
2020-06-26,12.75253057
2020-06-27,13.03045309
2020-06-28,12.62784246
2020-06-29,11.71074661
2020-06-30,11.78264146
2020-07-01,12.08453502
2020-07-02,12.62141732
2020-07-03,12.71611303
2020-07-04,13.22654156
2020-07-05,12.92313138
2020-07-06,12.32325653
2020-07-07,11.73756084
2020-07-08,12.61928514
2020-07-09,13.10499718
2020-07-10,13.69802628
2020-07-11,14.11078634
2020-07-12,13.81715279
2020-07-13,13.45847511
2020-07-14,12.88034387
2020-07-15,13.14980688
2020-07-16,13.68930456
2020-07-17,14.37840725
2020-07-18,14.83888992
2020-07-19,14.93549131
2020-07-20,14.24565749
2020-07-21,13.78611606
2020-07-22,14.38385037
2020-07-23,14.6645885
2020-07-24,15.08257897
2020-07-25,15.54904521
2020-07-26,15.20535546
2020-07-27,13.66101237
2020-07-28,15.0519032
2020-07-29,15.37549726
2020-07-30,15.8717981
2020-07-31,16.41981988
2020-08-01,16.93263784
2020-08-02,16.6479838
2020-08-03,16.20907926
2020-08-04,16.0982719
2020-08-05,16.25345823
2020-08-06,16.89123873
2020-08-07,17.50768819
2020-08-08,17.82948162
2020-08-09,17.30122147
2020-08-10,16.62176611
2020-08-11,16.40428985
2020-08-12,16.65625142
2020-08-13,16.965295
2020-08-14,17.50186384
2020-08-15,17.49097166
2020-08-16,16.83672322
2020-08-17,16.1115242
2020-08-18,15.5934595
2020-08-19,15.50660602
2020-08-20,15.66266055
2020-08-21,15.95311685
2020-08-22,15.76997038
2020-08-23,15.30578681
2020-08-24,14.67221813
2020-08-25,14.05560944
2020-08-26,11.96474659
2020-08-27,14.13442799
2020-08-28,14.30330397
2020-08-29,14.39040796
2020-08-30,13.72070129
2020-08-31,12.97638784
2020-09-01,12.43930147
2020-09-02,9.022828182
2020-09-03,12.52459086
2020-09-04,12.96680085
2020-09-05,12.66177597
2020-09-06,11.00642829
2020-09-07,10.40292503
2020-09-08,11.85472635
2020-09-09,11.9900987
2020-09-10,12.27964938
2020-09-11,12.70217638
2020-09-12,12.98121691
2020-09-13,12.4745853
2020-09-14,12.17700484
2020-09-15,11.9943074
2020-09-16,12.09009911
2020-09-17,12.02986597
2020-09-18,12.82262909
2020-09-19,13.40402873
2020-09-20,13.14676967
2020-09-21,12.66560384
2020-09-22,12.43597453
2020-09-23,12.67526667
2020-09-24,13.17011192
2020-09-25,13.82262197
2020-09-26,14.06753023
2020-09-27,13.51260963
2020-09-28,13.08485978
2020-09-29,12.82006112
2020-09-30,13.11439607
2020-10-01,13.47990335
2020-10-02,14.00434928
2020-10-03,14.37810261
2020-10-04,13.82539125
2020-10-05,13.01864997
2020-10-06,12.75790715
2020-10-07,13.20553816
2020-10-08,13.57680357
2020-10-09,14.12943627
